Universe,Ticker,Signals,Rank1_Actionable,Rank2_Watchlist,Rank3_Downgraded,Rank4_Rejected,Avg_Score,Avg_Fwd_21D_Return_Pct,Avg_Fwd_63D_Return_Pct,MarketCap,Sector,Industry
NASDAQ_Top1000_ByMarketCap,SOFI,10,7,2,1,0,88.2,2.7187077651010045,-1.7895610295922473,23134237542.0,Finance,Finance: Consumer Services
NASDAQ_Top1000_ByMarketCap,TW,36,21,15,0,0,88.41666666666667,1.0511942334018007,3.6496833563934397,23108127586.0,Finance,Investment Bankers/Brokers/Service
NASDAQ_Top1000_ByMarketCap,VRSN,20,12,8,0,0,87.35,-0.22597637966560563,0.7179120455713494,23006620000.0,Technology,EDP Services
NASDAQ_Top1000_ByMarketCap,LPLA,40,26,12,2,0,89.9,-0.01786546566879821,0.9860218802165918,22910690619.0,Finance,Investment Bankers/Brokers/Service
NASDAQ_Top1000_ByMarketCap,FWONK,39,24,14,1,0,88.1025641025641,0.7750721689910147,0.8803452143322185,22877795083.0,Industrials,Broadcasting
NASDAQ_Top1000_ByMarketCap,DLTR,25,13,11,1,0,85.8,-1.331548164517787,-4.148473544574687,22789023518.0,Consumer Discretionary,Department/Specialty Retail Stores
NASDAQ_Top1000_ByMarketCap,INSM,28,18,7,3,0,89.78571428571429,2.773669285328625,6.812565690759071,22741667159.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,BNTX,10,3,7,0,0,82.1,9.480586932348363,16.821212179051933,22682111935.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ_Top1000_ByMarketCap,TROW,19,10,9,0,0,85.94736842105263,2.624199822444697,4.354777975802721,22628696260.0,Finance,Investment Bankers/Brokers/Service
NASDAQ_Top1000_ByMarketCap,TTMI,33,21,12,0,0,88.15151515151516,2.8833246779248456,8.718792188586017,22376572213.0,Technology,Electrical Products
NASDAQ_Top1000_ByMarketCap,FFIV,28,17,11,0,0,86.96428571428571,0.7593406831906874,1.0347692638298487,21868664330.0,Telecommunications,Computer Communications Equipment
NASDAQ_Top1000_ByMarketCap,INCY,25,17,7,1,0,89.28,-2.035943446069135,-5.657234477560554,21564847685.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NASDAQ_Top1000_ByMarketCap,FOXA,26,15,10,1,0,88.5,0.4562112203562329,2.4509657353230456,21215207044.0,Industrials,Broadcasting
NASDAQ_Top1000_ByMarketCap,CHRW,26,18,8,0,0,90.53846153846153,1.3412049362703513,3.0660287619067614,21190036760.0,Industrials,Integrated Freight & Logistics
NASDAQ_Top1000_ByMarketCap,EXE,15,8,5,2,0,88.86666666666666,-1.6946433699976082,-3.3508735834816354,21061707866.0,Energy,Oil & Gas Production
NASDAQ_Top1000_ByMarketCap,FWONA,42,28,13,1,0,89.02380952380952,-0.1385126531828871,-0.5051689849265131,21012035587.0,Industrials,Broadcasting
NASDAQ_Top1000_ByMarketCap,TEAM,23,17,6,0,0,90.3913043478261,0.3404175811613566,1.800078949714708,20882557364.0,Technology,Computer Software: Prepackaged Software
NASDAQ_Top1000_ByMarketCap,OKTA,20,10,8,2,0,86.0,-3.82188851092397,-2.120386998371338,20806479664.0,Technology,Computer Software: Prepackaged Software
NASDAQ_Top1000_ByMarketCap,ZS,31,20,10,1,0,90.70967741935483,4.240558315657065,10.186558696495716,20759460272.0,Technology,EDP Services
NASDAQ_Top1000_ByMarketCap,AMKR,30,20,9,1,0,88.56666666666666,1.362958216572554,7.20193713592822,20579615807.0,Technology,Semiconductors
NASDAQ_Top1000_ByMarketCap,ULTA,34,26,7,1,0,90.02941176470588,1.8643248404980037,2.0876251864413002,20457968265.0,Consumer Discretionary,Other Specialty Stores
NASDAQ_Top1000_ByMarketCap,ROKU,25,12,10,3,0,86.6,-1.3771856357392516,2.135168647567816,20208620294.0,Telecommunications,Cable & Other Pay Television Services
NASDAQ_Top1000_ByMarketCap,BDRX,0,,,,,,,,20110000341.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,CTSH,21,11,9,1,0,89.0952380952381,-0.596476527541958,-1.8445964389677167,20006768981.0,Technology,EDP Services
NASDAQ_Top1000_ByMarketCap,SMCI,35,20,14,1,0,87.14285714285714,6.778242496441212,18.916288933337537,19870866645.0,Technology,Computer Manufacturing
NASDAQ_Top1000_ByMarketCap,LSCC,30,19,10,1,0,89.83333333333333,5.194152579558719,14.271170393242237,19853808558.0,Technology,Semiconductors
NASDAQ_Top1000_ByMarketCap,TLN,12,10,1,1,0,94.16666666666667,5.110214207298167,15.495796206095763,19839403355.0,Utilities,Electric Utilities: Central
NASDAQ_Top1000_ByMarketCap,SBAC,15,5,10,0,0,83.33333333333333,-3.1744789838544145,-5.3933335493373615,19731963683.0,Real Estate,Real Estate Investment Trusts
NASDAQ_Top1000_ByMarketCap,EVRG,30,10,20,0,0,83.43333333333334,-0.9548750839014527,0.7810919848747814,19665066163.0,Utilities,Power Generation
NASDAQ_Top1000_ByMarketCap,FOX,23,12,10,1,0,88.34782608695652,-0.2456889218912936,0.03586147302138242,19362185395.0,Industrials,Broadcasting
NASDAQ_Top1000_ByMarketCap,LNT,30,16,14,0,0,84.93333333333334,-1.4668457916668698,-2.1408948921961057,19344950071.0,Utilities,Power Generation
NASDAQ_Top1000_ByMarketCap,RIVN,2,1,1,0,0,83.5,-11.152686583659747,-20.16295059404188,19051214956.0,Industrials,Auto Manufacturing
NASDAQ_Top1000_ByMarketCap,QNT,0,,,,,,,,19009108483.0,Technology,EDP Services
NASDAQ_Top1000_ByMarketCap,SITM,18,15,3,0,0,90.38888888888889,-4.187131276240814,16.22907820465927,18985390602.0,Technology,Semiconductors
NASDAQ_Top1000_ByMarketCap,IREN,8,3,5,0,0,84.5,26.198246700243192,59.49001782020796,18640871636.0,Technology,EDP Services
NASDAQ_Top1000_ByMarketCap,VTRS,11,4,7,0,0,84.0,-0.7750345621761618,-2.6004836014770434,18615374174.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,GH,25,12,8,5,0,85.16,2.655538901331173,13.634962332973716,18395588150.0,Health Care,Medical Specialities
NASDAQ_Top1000_ByMarketCap,CHTR,25,18,7,0,0,89.68,-0.7621603606662061,-4.361609763997515,18309822904.0,Telecommunications,Cable & Other Pay Television Services
NASDAQ_Top1000_ByMarketCap,ARXS,0,,,,,,,,18305032439.0,Industrials,Military/Government/Technical
NASDAQ_Top1000_ByMarketCap,NXT,6,4,2,0,0,88.33333333333333,11.798217565371695,19.663098774762894,18101311525.0,Industrials,Industrial Machinery/Components
NASDAQ_Top1000_ByMarketCap,EWBC,29,11,15,3,0,83.0,-0.6183308202987343,1.7680446849323437,17935550621.0,Finance,Major Banks
NASDAQ_Top1000_ByMarketCap,AKAM,23,14,9,0,0,89.17391304347827,0.48658616537681215,1.395683961196543,17451342611.0,Consumer Discretionary,Business Services
NASDAQ_Top1000_ByMarketCap,RGLD,29,15,13,1,0,85.6896551724138,-1.5224117651372344,-3.8592782859934305,17079403653.0,Industrials,Precious Metals
NASDAQ_Top1000_ByMarketCap,HST,18,9,9,0,0,85.61111111111111,0.3820816292292637,1.449050637784399,16858303502.0,Real Estate,Real Estate Investment Trusts
NASDAQ_Top1000_ByMarketCap,CDW,29,18,10,1,0,89.06896551724138,0.9513197432201188,1.1307048993938462,16750393728.0,Technology,Retail: Computer Software & Peripheral Equipment
NASDAQ_Top1000_ByMarketCap,NBIX,25,13,10,2,0,89.0,-0.31994460077296366,-0.8336069731543797,16722970423.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ_Top1000_ByMarketCap,NVMI,44,30,12,2,0,89.56818181818181,4.563342935515458,14.628591891068446,16694006043.0,Technology,Electronic Components
NASDAQ_Top1000_ByMarketCap,GMAB,26,16,8,2,0,88.73076923076923,0.88652680881663,-0.42019167245504174,16669866876.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,NDSN,31,17,12,2,0,87.35483870967742,-0.4979019481993798,0.233394806413995,16620663888.0,Industrials,Industrial Machinery/Components
NASDAQ_Top1000_ByMarketCap,SSNC,25,16,9,0,0,89.16,-1.5159503482077965,1.4501580158053022,16168393208.0,Technology,Computer Software: Prepackaged Software
NASDAQ_Top1000_ByMarketCap,TSCO,31,18,12,1,0,88.29032258064517,-0.5966741558544346,0.8029712096916286,15767577705.0,Consumer Discretionary,RETAIL: Building Materials
NASDAQ_Top1000_ByMarketCap,NWS,31,20,11,0,0,88.51612903225806,0.8777783897626094,2.75269563734265,15755517753.0,Consumer Discretionary,Newspapers/Magazines
NASDAQ_Top1000_ByMarketCap,LAMR,33,22,11,0,0,89.54545454545455,0.21379328054037797,1.341943704061479,15608646348.0,Real Estate,Real Estate Investment Trusts
NASDAQ_Top1000_ByMarketCap,VNOM,37,24,12,1,0,89.86486486486487,2.1858520537668076,6.1322882630385696,15567348368.0,Energy,Oil & Gas Production
NASDAQ_Top1000_ByMarketCap,IESC,40,31,8,1,0,91.15,5.9753063637345445,17.326814154416738,15428460376.0,Industrials,Engineering & Construction
NASDAQ_Top1000_ByMarketCap,VICR,27,18,7,2,0,89.66666666666667,4.695348268709774,10.381518580167143,15197980629.0,Technology,Industrial Machinery/Components
NASDAQ_Top1000_ByMarketCap,TPG,12,9,3,0,0,94.0,1.1275529171630359,-0.3010287682188147,15053514514.0,Finance,Investment Managers
NASDAQ_Top1000_ByMarketCap,CG,32,23,7,2,0,91.125,-1.2862324160228513,-2.1096106201179103,15032532072.0,Finance,Investment Managers
NASDAQ_Top1000_ByMarketCap,SMTC,24,16,6,2,0,90.70833333333333,0.2742264341596569,6.123014667385104,15027146422.0,Technology,Semiconductors
NASDAQ_Top1000_ByMarketCap,TIGO,26,16,8,2,0,88.07692307692308,3.9541800364439306,12.017686826214602,14874274799.0,Telecommunications,Telecommunications Equipment
NASDAQ_Top1000_ByMarketCap,LECO,40,24,16,0,0,89.275,0.5953575706723186,2.127075965693785,14853881263.0,Industrials,Industrial Machinery/Components
NASDAQ_Top1000_ByMarketCap,LOGI,33,22,11,0,0,89.63636363636364,1.12798051110265,5.173867522895822,14774117764.0,Technology,Computer peripheral equipment
NASDAQ_Top1000_ByMarketCap,ASND,25,15,8,2,0,86.96,0.5128088042256768,-0.5632374334740224,14762398812.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,REG,25,15,9,1,0,86.96,0.9814312441932433,2.155672717350582,14539716094.0,Real Estate,Real Estate Investment Trusts
NASDAQ_Top1000_ByMarketCap,JAZZ,23,16,7,0,0,89.04347826086956,0.4866991239709299,0.31677995716959495,14538511824.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,MEDP,48,24,22,2,0,87.25,1.945415794225051,4.796944331796683,14398652806.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NASDAQ_Top1000_ByMarketCap,GRAB,16,7,8,1,0,84.5625,1.0868519274984563,-1.2499844566185663,14372188649.0,Consumer Discretionary,Business Services
NASDAQ_Top1000_ByMarketCap,GEN,22,11,11,0,0,85.95454545454545,-1.5729419553151756,-3.346025220769762,14328889217.0,Technology,Computer Software: Prepackaged Software
NASDAQ_Top1000_ByMarketCap,WMG,12,7,4,1,0,86.41666666666667,-3.3015989994233657,-13.00184761853032,14234887759.0,Consumer Discretionary,Services-Misc. Amusement & Recreation
NASDAQ_Top1000_ByMarketCap,FUTU,21,10,10,1,0,85.33333333333333,6.224329960108638,19.421400456185044,14076333941.0,Finance,Investment Bankers/Brokers/Service
NASDAQ_Top1000_ByMarketCap,AEIS,32,22,10,0,0,89.8125,2.2100327782973643,5.673737279642053,13971512615.0,Technology,Industrial Machinery/Components
NASDAQ_Top1000_ByMarketCap,NWSA,30,16,14,0,0,86.03333333333333,0.7700842267619452,3.5620994950962572,13940731743.0,Consumer Discretionary,Newspapers/Magazines
NASDAQ_Top1000_ByMarketCap,SOLS,0,,,,,,,,13900138016.0,Industrials,Aerospace
NASDAQ_Top1000_ByMarketCap,SANM,38,19,19,0,0,85.10526315789474,2.1606497941985556,8.089247955598392,13774081918.0,Technology,Electrical Products
NASDAQ_Top1000_ByMarketCap,WULF,23,11,12,0,0,83.04347826086956,19.71751268004068,34.52778486876432,13763121895.0,Technology,EDP Services
NASDAQ_Top1000_ByMarketCap,WSE,0,,,,,,,,13711706967.0,Industrials,Diversified Commercial Services
NASDAQ_Top1000_ByMarketCap,RMBS,34,22,11,1,0,88.88235294117646,0.07807930088142973,5.4968000273039905,13678244956.0,Technology,Semiconductors
NASDAQ_Top1000_ByMarketCap,BTSG,9,9,0,0,0,97.11111111111111,8.003493086169984,24.99722295505198,13586023055.0,Health Care,Medical/Nursing Services
NASDAQ_Top1000_ByMarketCap,BBIO,23,17,4,2,0,90.0,9.372672310384166,18.399075947423245,13539058824.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,LI,13,8,5,0,0,87.07692307692308,-3.7272677112590538,-10.103752378931505,13433312950.0,Industrials,Auto Manufacturing
NASDAQ_Top1000_ByMarketCap,COO,21,6,15,0,0,82.33333333333333,-3.4914568433626183,-5.487875028942632,13379101218.0,Health Care,Ophthalmic Goods
NASDAQ_Top1000_ByMarketCap,CHKP,28,15,13,0,0,86.21428571428571,0.08644288109058935,0.3514714973472125,13327275577.0,Technology,Computer Software: Prepackaged Software
NASDAQ_Top1000_ByMarketCap,HUT,10,1,9,0,0,77.2,2.5949423620242107,16.372060767902383,13232060042.0,Finance,Finance: Consumer Services
NASDAQ_Top1000_ByMarketCap,EXEL,31,15,14,2,0,86.3225806451613,-0.013305123026571912,1.8154615113691324,13214993489.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ_Top1000_ByMarketCap,PTC,32,20,11,1,0,87.65625,0.41089112090095803,2.7056434597235888,13190761332.0,Technology,Computer Software: Prepackaged Software
NASDAQ_Top1000_ByMarketCap,NTNX,27,11,13,3,0,84.29629629629629,-0.9455523859621343,3.4260732743442697,13102435071.0,Technology,Computer Software: Prepackaged Software
NASDAQ_Top1000_ByMarketCap,HTHT,20,9,11,0,0,86.2,-0.8862787506669983,-2.0743256742722913,13020558496.0,Consumer Discretionary,Hotels/Resorts
NASDAQ_Top1000_ByMarketCap,ENLT,10,6,3,1,0,92.8,12.350805560837339,42.22895017217603,12961325377.0,Utilities,Electric Utilities: Central
NASDAQ_Top1000_ByMarketCap,IONS,21,12,5,4,0,89.9047619047619,3.8430711655656844,9.033260918720847,12807848090.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,GLPI,26,13,12,1,0,85.84615384615384,-2.1561135000885203,-3.5452668065243884,12778027940.0,Real Estate,Real Estate Investment Trusts
NASDAQ_Top1000_ByMarketCap,AXSM,29,15,13,1,0,86.10344827586206,6.035151133414775,21.287044980886545,12546405548.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,AUR,9,4,4,1,0,82.11111111111111,-1.8784319363295527,13.32985386215288,12522281723.0,Technology,EDP Services
NASDAQ_Top1000_ByMarketCap,DKNG,19,11,8,0,0,88.15789473684211,2.7592530985708565,2.7667838460912235,12410662357.0,Consumer Discretionary,Services-Misc. Amusement & Recreation
NASDAQ_Top1000_ByMarketCap,CSGP,25,6,18,1,0,81.48,0.34442799604757596,-2.47248128789772,12385428836.0,Finance,Real Estate
NASDAQ_Top1000_ByMarketCap,ALGN,20,10,10,0,0,84.35,2.76205784808191,6.510705862167701,12340519463.0,Health Care,Industrial Specialties
NASDAQ_Top1000_ByMarketCap,ICLR,30,15,13,2,0,85.4,0.1255963704878585,0.26990075846383293,12187603957.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NASDAQ_Top1000_ByMarketCap,APLD,8,3,5,0,0,84.0,15.114536097824347,27.75070004488358,12185213143.0,Health Care,Medical/Dental Instruments
NASDAQ_Top1000_ByMarketCap,DRS,46,32,12,2,0,90.15217391304348,2.0090796657533554,7.160187101489213,12175021651.0,Industrials,Industrial Machinery/Components
NASDAQ_Top1000_ByMarketCap,LULU,30,24,5,1,0,92.63333333333334,0.0362241010349905,-2.3582543275275376,12140713666.0,Consumer Discretionary,Apparel
NASDAQ_Top1000_ByMarketCap,COKE,37,24,12,1,0,89.32432432432432,3.9000604567609893,10.52422431064503,12118362544.0,Consumer Staples,Beverages (Production/Distribution)
NASDAQ_Top1000_ByMarketCap,AGNC,15,6,9,0,0,83.86666666666666,-4.188963412236403,-4.702156127690455,12098026598.0,Real Estate,Real Estate Investment Trusts
NASDAQ_Top1000_ByMarketCap,TXRH,32,20,11,1,0,89.84375,2.4686920242485866,3.975665229105531,12096878345.0,Consumer Discretionary,Restaurants
NASDAQ_Top1000_ByMarketCap,MDGL,23,12,7,4,0,84.30434782608695,-1.6525028664245294,0.4764598054975061,11927384070.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,HAS,24,12,12,0,0,85.45833333333333,-1.1851911353593996,-2.284429224758868,11926957882.0,Consumer Discretionary,Recreational Games/Products/Toys
NASDAQ_Top1000_ByMarketCap,LFUS,22,10,11,1,0,85.81818181818181,2.33781261341096,2.9305805633725224,11855438195.0,Energy,Electrical Products
NASDAQ_Top1000_ByMarketCap,GLXY,0,,,,,,,,11843305206.0,Finance,Investment Bankers/Brokers/Service
NASDAQ_Top1000_ByMarketCap,ZBRA,30,22,7,1,0,91.53333333333333,1.3846592941490192,3.497678112323041,11777118005.0,Industrials,Industrial Machinery/Components
NASDAQ_Top1000_ByMarketCap,TRMB,29,17,11,1,0,89.79310344827586,1.9768224700367731,4.646063783110512,11755813903.0,Industrials,Industrial Machinery/Components
NASDAQ_Top1000_ByMarketCap,VIAV,21,13,8,0,0,88.61904761904762,6.939619585982088,19.50116800726475,11672002713.0,Technology,Semiconductors
NASDAQ_Top1000_ByMarketCap,AAOI,10,3,7,0,0,80.8,4.142493850271217,60.976350439735896,11657669190.0,Technology,Semiconductors
NASDAQ_Top1000_ByMarketCap,APA,24,12,11,1,0,85.41666666666667,0.06464515567071061,6.702463199310042,11645076629.0,Energy,Oil & Gas Production
NASDAQ_Top1000_ByMarketCap,ARWR,13,11,2,0,0,92.61538461538461,7.016409416477197,24.513051702797625,11606618530.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,SAIA,34,22,10,2,0,89.23529411764706,4.317892188799011,13.804865322645004,11433749408.0,Industrials,Trucking Freight/Courier Services
NASDAQ_Top1000_ByMarketCap,AAL,13,7,6,0,0,86.3076923076923,-2.4160730235492727,-12.553107443118579,11428735167.0,Consumer Discretionary,Air Freight/Delivery Services
NASDAQ_Top1000_ByMarketCap,CART,5,2,3,0,0,81.4,-6.65822464406632,-13.253083873039639,11116910202.0,Consumer Discretionary,Business Services
NASDAQ_Top1000_ByMarketCap,SMMT,19,7,11,1,0,82.47368421052632,4.15078072141125,24.706415310100276,11087483384.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,BMRN,14,10,4,0,0,89.78571428571429,-3.0889907286705016,-7.16499844335329,11052004165.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,FORM,30,18,9,3,0,88.66666666666667,3.857746925653497,9.647985577919956,11044632097.0,Technology,Semiconductors
NASDAQ_Top1000_ByMarketCap,WYNN,20,11,8,1,0,87.15,1.1805193379890047,-2.5935653161316945,10985825265.0,Consumer Discretionary,Hotels/Resorts
NASDAQ_Top1000_ByMarketCap,SNEX,46,29,14,3,0,88.80434782608695,1.3833341814873328,5.092626538675626,10966822016.0,Finance,Investment Bankers/Brokers/Service
NASDAQ_Top1000_ByMarketCap,PSKY,9,4,4,1,0,82.77777777777777,-4.690196484727651,6.672648244865733,10956704238.0,Industrials,Broadcasting
NASDAQ_Top1000_ByMarketCap,POWL,29,23,5,1,0,92.37931034482759,8.355236288488436,23.085617239387553,10949896423.0,Energy,Electrical Products
NASDAQ_Top1000_ByMarketCap,SWKS,17,9,7,1,0,85.11764705882354,0.34236828337822456,-0.3322802172360112,10856302409.0,Technology,Semiconductors
NASDAQ_Top1000_ByMarketCap,WTFC,33,18,14,1,0,88.75757575757575,-0.3958026617642933,-0.27535735774581804,10804456034.0,Finance,Major Banks
NASDAQ_Top1000_ByMarketCap,SIMO,28,16,9,3,0,87.67857142857143,2.241562875766408,1.8004034560207753,10794728811.0,Technology,Semiconductors
NASDAQ_Top1000_ByMarketCap,SEIC,25,12,13,0,0,85.96,-0.3584921936314064,-3.0039540232944053,10766836812.0,Finance,Investment Bankers/Brokers/Service
NASDAQ_Top1000_ByMarketCap,BPOP,31,21,10,0,0,90.45161290322581,1.4299444563271104,3.3011366854889306,10722294973.0,Finance,Major Banks
NASDAQ_Top1000_ByMarketCap,AAON,35,22,12,1,0,87.88571428571429,1.2569293209367713,4.69419956971121,10701764912.0,Industrials,Industrial Machinery/Components
NASDAQ_Top1000_ByMarketCap,CGNX,23,14,8,1,0,89.04347826086956,-3.4709847888072143,-2.432117231150657,10699106505.0,Industrials,Industrial Machinery/Components
NASDAQ_Top1000_ByMarketCap,UMBF,31,16,15,0,0,86.19354838709677,0.23526909495353387,2.412033596381291,10684128591.0,Finance,Major Banks
NASDAQ_Top1000_ByMarketCap,RIOT,17,4,11,2,0,80.0,11.142189938926776,87.06724817479366,10635469927.0,Finance,Finance: Consumer Services
NASDAQ_Top1000_ByMarketCap,CIFR,13,4,8,1,0,80.15384615384616,10.368496486246771,5.901125639868068,10610736170.0,Finance,Finance: Consumer Services
NASDAQ_Top1000_ByMarketCap,FIVE,25,17,7,1,0,90.36,3.0169309369183197,9.72075108319103,10586847902.0,Consumer Discretionary,Department/Specialty Retail Stores
NASDAQ_Top1000_ByMarketCap,ALGM,8,4,4,0,0,84.625,-2.345832109420005,-4.6577739664774205,10486183682.0,Technology,Semiconductors
NASDAQ_Top1000_ByMarketCap,ERIE,25,17,6,2,0,91.04,2.269684353548821,3.950027753547086,10466094994.0,Finance,Specialty Insurers
NASDAQ_Top1000_ByMarketCap,GSAT,18,5,11,2,0,82.22222222222223,1.049940772479319,1.7455354044598295,10346451955.0,Consumer Discretionary,Telecommunications Equipment
NASDAQ_Top1000_ByMarketCap,KRYS,34,19,15,0,0,87.1470588235294,-0.561968920051487,3.150577706553642,10286666059.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ_Top1000_ByMarketCap,CYTK,29,16,11,2,0,87.75862068965517,1.000201438306685,5.670957060334921,10275019055.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,PODD,33,17,13,3,0,87.33333333333333,0.33612421970558326,6.109182073066436,10223812206.0,Health Care,Medical/Dental Instruments
NASDAQ_Top1000_ByMarketCap,ZION,26,11,14,1,0,83.84615384615384,0.37758137371616074,-1.904714354864984,10049312937.0,Finance,Major Banks
NASDAQ_Top1000_ByMarketCap,APGE,5,4,1,0,0,91.6,8.662129443838733,26.015291913712623,10019624884.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ_Top1000_ByMarketCap,ONB,28,12,15,1,0,85.03571428571429,-0.8957033524020126,-3.0391597824640177,9866034555.0,Finance,Major Banks
NASDAQ_Top1000_ByMarketCap,SFD,0,,,,,,,,9844801120.0,Consumer Staples,Meat/Poultry/Fish
NASDAQ_Top1000_ByMarketCap,FCFS,38,25,13,0,0,89.65789473684211,2.3450525659576162,6.474692179761927,9810212184.0,Consumer Discretionary,Other Specialty Stores
NASDAQ_Top1000_ByMarketCap,NUVL,20,12,7,1,0,87.3,2.5839012228119365,2.7039813025873807,9755057534.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,DPZ,24,17,7,0,0,89.625,-0.7040973733789716,0.276366533167088,9680534645.0,Consumer Discretionary,Food Distributors
NASDAQ_Top1000_ByMarketCap,ENSG,36,24,9,3,0,90.88888888888889,2.026529449922393,5.380199842608742,9630633012.0,Health Care,Hospital/Nursing Management
NASDAQ_Top1000_ByMarketCap,SIRI,9,4,5,0,0,85.22222222222223,-0.5483307442365248,-9.56461717634554,9565055481.0,Consumer Discretionary,Broadcasting
NASDAQ_Top1000_ByMarketCap,HSIC,19,6,13,0,0,82.73684210526316,-2.8167086087597037,-5.261017311281523,9438572901.0,Health Care,Medical Specialities
NASDAQ_Top1000_ByMarketCap,FROG,17,6,9,2,0,83.11764705882354,-0.7664542928794541,4.595560780608366,9395256991.0,Technology,Computer Software: Prepackaged Software
NASDAQ_Top1000_ByMarketCap,KTOS,27,18,7,2,0,90.33333333333333,4.904399406572112,16.973697157283226,9364748001.0,Industrials,Military/Government/Technical
NASDAQ_Top1000_ByMarketCap,TECH,25,12,11,2,0,86.56,-0.04412331693146456,3.9600078061644832,9317406372.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ_Top1000_ByMarketCap,LINE,0,,,,,,,,9280007117.0,Real Estate,Real Estate Investment Trusts
NASDAQ_Top1000_ByMarketCap,LLYVK,11,10,1,0,0,96.63636363636364,2.7986858004758,4.531566175648402,9150760508.0,Consumer Discretionary,Services-Misc. Amusement & Recreation
NASDAQ_Top1000_ByMarketCap,TEM,3,2,1,0,0,86.33333333333333,1.5050564633962225,-15.658776674830273,9125481459.0,Technology,Computer Software: Programming Data Processing
NASDAQ_Top1000_ByMarketCap,JKHY,25,15,10,0,0,87.24,-2.3932558422690544,-3.138038568222843,9112617789.0,Technology,EDP Services
NASDAQ_Top1000_ByMarketCap,COLB,20,10,10,0,0,86.15,0.08132023500107648,-8.583532101160953,9089997492.0,Finance,Major Banks
NASDAQ_Top1000_ByMarketCap,FRVO,0,,,,,,,,9071159033.0,Utilities,Electric Utilities: Central
NASDAQ_Top1000_ByMarketCap,LGN,0,,,,,,,,9054118891.0,Consumer Discretionary,Engineering & Construction
NASDAQ_Top1000_ByMarketCap,BRKR,24,16,8,0,0,90.79166666666667,1.6280019315903758,0.2719175900354281,8956619211.0,Industrials,Biotechnology: Laboratory Analytical Instruments
NASDAQ_Top1000_ByMarketCap,CORZ,4,3,1,0,0,91.25,-6.391886874536554,10.410789476595163,8913503588.0,Finance,Finance: Consumer Services
NASDAQ_Top1000_ByMarketCap,LLYVA,11,10,1,0,0,95.63636363636364,2.0872599824773506,3.980012080828163,8845305804.0,Consumer Discretionary,Services-Misc. Amusement & Recreation
NASDAQ_Top1000_ByMarketCap,PRAX,15,8,5,2,0,88.4,3.547738253374148,5.634437016430026,8726335050.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,BSY,11,7,4,0,0,88.27272727272727,-0.2517888986079036,0.5503102489291943,8723521494.0,Technology,Computer Software: Prepackaged Software
NASDAQ_Top1000_ByMarketCap,VSAT,18,7,9,2,0,84.38888888888889,4.471667171489263,16.84333156124958,8670762826.0,Technology,Radio And Television Broadcasting And Communications Equipment
NASDAQ_Top1000_ByMarketCap,QRVO,25,15,10,0,0,87.76,1.6050009632875095,3.8854310446269693,8658785150.0,Technology,Semiconductors
NASDAQ_Top1000_ByMarketCap,CORT,27,13,13,1,0,84.96296296296296,0.7692128986439244,4.478312091190129,8625700578.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,ALKS,21,13,8,0,0,87.14285714285714,-2.0838094773743423,-1.886211809755451,8575470270.0,Health Care,Biotechnology: Pharmaceutical Preparations
