Ticker,Symbol,Security Name,Listing Exchange,Market Category,ETF,Test Issue,MarketCap,Sector,Industry,Market Region
CSHRW,CSHRW,CoinShares PLC - Warrants,NASDAQ,S,N,N,88292740,Finance,Investment Bankers/Brokers/Service,USA
CSQ,CSQ,Calamos Strategic Total Return Fund - Closed End Fund,NASDAQ,Q,N,N,3252429622,Finance,Finance Companies,USA
CTA$A,CTA$A,"EIDP, Inc. Preferred Stock $3.50 Series",NYSE, ,N,N,,,,USA
CTA$B,CTA$B,"EIDP, Inc. Preferred Stock $4.50 Series",NYSE, ,N,N,,,,USA
CTAAR,CTAAR,ClearThink 1 Acquisition Corp. - Rights,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
CTAAU,CTAAU,ClearThink 1 Acquisition Corp. - Units,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
CTEST,CTEST,NYSE Test One Common Stock,NYSE MKT, ,N,Y,,,,USA
CTEST-E,CTEST.E,NYSE Test One Common Stock,NYSE, ,N,Y,,,,USA
CTEST-G,CTEST.G,NYSE Test One Common Stock,NYSE, ,N,Y,,,,USA
CTEST-L,CTEST.L,NYSE Test One Common Stock,NYSE, ,N,Y,,,,USA
CTEST-O,CTEST.O,NYSE Test One Common Stock,NYSE, ,N,Y,,,,USA
CTEST-S,CTEST.S,NYSE Test Six Common Stock,NYSE, ,N,Y,,,,USA
CTEST-V,CTEST.V,NYSE Test One Common Stock,NYSE, ,N,Y,,,,USA
CTGG,CTGG,Qwest Corporation 6.500% Senior Notes due 2051 (denominations of $25),NYSE, ,N,N,0,Telecommunications,Telecommunications Equipment,USA
CTHH,CTHH,Qwest Corporation 6.750% Senior Notes due 2052 (denominations of $25),NYSE, ,N,N,0,Telecommunications,Telecommunications Equipment,USA
CTO$A,CTO$A,"CTO Realty Growth, Inc. 6.375% Series A Cumulative Redeemable Preferred Stock",NYSE, ,N,N,,,,USA
CUBB,CUBB,"Customers Bancorp, Inc 5.375% Subordinated Notes Due 2034",NYSE, ,N,N,695716780,Finance,Major Banks,USA
CUBWU,CUBWU,Lionheart Holdings - Unit,NASDAQ,G,N,N,,,,USA
CUBWW,CUBWW,Lionheart Holdings - Warrant,NASDAQ,G,N,N,,,,USA
CXAIW,CXAIW,CXApp Inc. - Warrant,NASDAQ,S,N,N,3833883,Technology,EDP Services,USA
CXIIU,CXIIU,Churchill Capital Corp XII - Units,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
CXIIW,CXIIW,Churchill Capital Corp XII - Warrants,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
CYCUW,CYCUW,"Cycurion, Inc. - Warrants",NASDAQ,S,N,N,242072,Technology,EDP Services,USA
DAAQU,DAAQU,Digital Asset Acquisition Corp. - Units,NASDAQ,G,N,N,,,,USA
DAAQW,DAAQW,Digital Asset Acquisition Corp. - Warrant,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
DAICW,DAICW,"CID HoldCo, Inc. - Warrants",NASDAQ,G,N,N,11499,Technology,EDP Services,USA
DAVEW,DAVEW,Dave Inc.  - Warrants,NASDAQ,G,N,N,47729796,Finance,Finance: Consumer Services,USA
DBCAU,DBCAU,D. Boral Acquisition I Corp. - Unit,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
DBCAW,DBCAW,D. Boral Acquisition I Corp. - Warrants,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
DBL,DBL,DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest,NYSE, ,N,N,0,,,USA
DBRG,DBRG,"DigitalBridge Group, Inc.",NYSE, ,N,N,2877836188,Real Estate,Real Estate Investment Trusts,USA
DBRG$H,DBRG$H,"DigitalBridge Group, Inc. 7.125% Series H ",NYSE, ,N,N,,,,USA
DBRG$I,DBRG$I,"DigitalBridge Group, Inc. 7.15% Series I ",NYSE, ,N,N,,,,USA
DBRG$J,DBRG$J,"DigitalBridge Group, Inc. 7.125% Series J ",NYSE, ,N,N,,,,USA
DCBG,DCBG,"Dime Commercial Bancshares, Inc. 9.000% Junior Subordinated Notes",NYSE, ,N,N,1024911317,Finance,Major Banks,USA
DCOM$,DCOM$,"Dime Commercial Bancshares, Inc. Preferred Stock, Series A",NYSE, ,N,N,,,,USA
DDI,DDI,"DoubleDown Interactive Co., Ltd. - American Depository Shares",NASDAQ,Q,N,N,559953872,Technology,EDP Services,USA
DDT,DDT,Dillard's Capital Trust I,NYSE, ,N,N,416883681,Consumer Discretionary,Department/Specialty Retail Stores,USA
DFDVW,DFDVW,DeFi Development Corp. - Warrant,NASDAQ,S,N,N,10616667,Finance,Finance: Consumer Services,USA
DFLIW,DFLIW,Dragonfly Energy Holdings Corp - Warrant,NASDAQ,S,N,N,424188,Miscellaneous,Industrial Machinery/Components,USA
DFNSW,DFNSW,T3 Defense Inc. - Warrants,NASDAQ,S,N,N,9321818,Consumer Discretionary,Professional Services,USA
DFP,DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,NYSE, ,N,N,0,Finance,Investment Managers,USA
DFSCW,DFSCW,DEFSEC Technologies Inc. - warrant,NASDAQ,S,N,N,53333,Technology,Computer Software: Prepackaged Software,USA
DGAC-R,DGAC.R,"Disciplined Growth Acquisition Corporation Rights, each right entitling the holder to receive one-fourth (1/4) of one Class A ordinary share",NYSE, ,N,N,,,,USA
DGAC-U,DGAC.U,"Disciplined Growth Acquisition Corporation Units, each consisting of one Class A Ordinary Share and one Right",NYSE, ,N,N,,,,USA
DGP,DGP,"DB Gold Double Long ETN due February 15, 2038",NYSE ARCA, ,N,N,,,,USA
DGZ,DGZ,"DB Gold Short ETN due February 15, 2038",NYSE ARCA, ,N,N,,,,USA
DHCNI,DHCNI,Diversified Healthcare Trust  - 5.625% Senior Notes due 2042,NASDAQ,Q,N,N,4417882733,Real Estate,Real Estate Investment Trusts,USA
DHCNL,DHCNL,Diversified Healthcare Trust  - 6.25% Senior Notes Due 2046,NASDAQ,Q,N,N,4499963614,Real Estate,Real Estate Investment Trusts,USA
DHF,DHF,BNY Mellon High Yield Strategies Fund Common Stock,NYSE, ,N,N,0,Finance,Finance Companies,USA
DHT,DHT,"DHT Holdings, Inc.",NYSE, ,N,N,2872982804,Consumer Discretionary,Marine Transportation,USA
DHY,DHY,Credit Suisse High Yield Credit Fund Common Stock,NYSE MKT, ,N,N,0,Finance,Finance/Investors Services,USA
DJP,DJP,iPath Bloomberg Commodity Index Total Return ETN,NYSE ARCA, ,N,N,,,,USA
DJTWW,DJTWW,Trump Media & Technology Group Corp. - Warrants,NASDAQ,G,N,N,972107936,Technology,Computer Software: Programming Data Processing,USA
DKL,DKL,"Delek Logistics Partners, L.P. Common Units representing Limited Partner Interests",NYSE, ,N,N,2983799608,Energy,Natural Gas Distribution,USA
DLNG,DLNG,Dynagas LNG Partners LP Common Units,NYSE, ,N,N,120788277,Consumer Discretionary,Marine Transportation,USA
DLNG$A,DLNG$A,Dynagas LNG Partners LP 9.00% Series A Cumulative Redeemable Preferred Units,NYSE, ,N,N,,,,USA
DLR$J,DLR$J,"Digital Realty Trust, Inc. 5.250% Series J Cumulative Redeemable Preferred Stock",NYSE, ,N,N,,,,USA
DLR$K,DLR$K,"Digital Realty Trust, Inc. 5.850% Series K Cumulative Redeemable Preferred Stock, par value $0.01 per share",NYSE, ,N,N,,,,USA
DLR$L,DLR$L,"Digital Realty Trust, Inc. 5.200% Series L Cumulative Redeemable Preferred Stock",NYSE, ,N,N,,,,USA
DLY,DLY,DoubleLine Yield Opportunities Fund Common Shares of Beneficial Interest,NYSE, ,N,N,669323075,Finance,Investment Managers,USA
DMA,DMA,Destra Multi-Alternative Fund Common Stock,NYSE, ,N,N,0,Finance,Trusts Except Educational Religious and Charitable,USA
DMAAR,DMAAR,Drugs Made In America Acquisition Corp. - Rights,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
DMAAU,DMAAU,Drugs Made In America Acquisition Corp. - Units,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
DMB,DMB,"BNY Mellon Municipal Bond Infrastructure Fund, Inc. Common Stock",NYSE, ,N,N,0,Finance,Trusts Except Educational Religious and Charitable,USA
DMIIR,DMIIR,Drugs Made In America Acquisition II Corp. - Right,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
DMIIU,DMIIU,Drugs Made In America Acquisition II Corp. - Unit,NASDAQ,G,N,N,0,,,USA
DMLP,DMLP,"Dorchester Minerals, L.P. - Common Units Representing Limited Partnership Interests",NASDAQ,Q,N,N,1308205250,Energy,Oil & Gas Production,USA
DMO,DMO,Western Asset Mortgage Opportunity Fund Inc. Common Stock,NYSE, ,N,N,0,Finance,Trusts Except Educational Religious and Charitable,USA
DNMXU,DNMXU,Dynamix Corporation III - Unit,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
DNMXW,DNMXW,Dynamix Corporation III - Warrants,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
DNP,DNP,"DNP Select Income Fund, Inc. Common Stock",NYSE, ,N,N,0,Finance,Investment Managers,USA
DPG,DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,NYSE, ,N,N,0,Finance,Trusts Except Educational Religious and Charitable,USA
DRDBU,DRDBU,Roman DBDR Acquisition Corp. II - Unit,NASDAQ,G,N,N,0,,,USA
DRDBW,DRDBW,Roman DBDR Acquisition Corp. II - Warrants,NASDAQ,G,N,N,,,,USA
DRMAW,DRMAW,"Dermata Therapeutics, Inc. - Warrant",NASDAQ,S,N,N,35797,Health Care,Biotechnology: Pharmaceutical Preparations,USA
DRTSW,DRTSW,Alpha Tau Medical Ltd. - Warrant,NASDAQ,S,N,N,260508822,Health Care,Medical/Dental Instruments,USA
DSACU,DSACU,Daedalus Special Acquisition Corp. - Unit,NASDAQ,G,N,N,,,,USA
DSACW,DSACW,Daedalus Special Acquisition Corp. - Warrant,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
DSL,DSL,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests,NYSE, ,N,N,1091366060,Finance,Trusts Except Educational Religious and Charitable,USA
DSM,DSM,"BNY Mellon Strategic Municipal Bond Fund, Inc. Common Stock",NYSE, ,N,N,0,Finance,Investment Managers,USA
DSU,DSU,"Blackrock Debt Strategies Fund, Inc. Common Stock",NYSE, ,N,N,0,Finance,Finance Companies,USA
DSX$B,DSX$B,Diana Shipping Inc. Perpetual Preferred Shares Series B (Marshall Islands),NYSE, ,N,N,,,,USA
DSX-W,DSX.W,Diana Shipping inc. Warrants,NYSE, ,N,N,,,,USA
DSYWW,DSYWW,Big Tree Cloud Holdings Limited - Warrants,NASDAQ,S,N,N,92186,Consumer Discretionary,Containers/Packaging,USA
DTB,DTB,DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080,NYSE, ,N,N,3447029146,Utilities,Electric Utilities: Central,USA
DTF,DTF,DTF Tax-Free Income 2028 Term Fund Inc. Common Stock,NYSE, ,N,N,80945464,Finance,Investment Managers,USA
DTG,DTG,DTE Energy Company 2021 Series E 4.375% Junior Subordinated Debentures,NYSE, ,N,N,3505277074,Utilities,Electric Utilities: Central,USA
DTK,DTK,DTE Energy Company 2025 Series H 6.25% Junior Subordinated Debentures due 2085,NYSE, ,N,N,0,Utilities,Electric Utilities: Central,USA
DTSQR,DTSQR,DT Cloud Star Acquisition Corporation - Right,NASDAQ,G,N,N,,,,USA
DTSQU,DTSQU,DT Cloud Star Acquisition Corporation - Units,NASDAQ,G,N,N,0,,,USA
DTW,DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,NYSE, ,N,N,4225055037,Utilities,Electric Utilities: Central,USA
DUK$A,DUK$A,"Duke Energy Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 5.75% Series A Cumulative Redeemable Perpetual Preferred Stock",NYSE, ,N,N,,,,USA
DUKB,DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,NYSE, ,N,N,17907325104,Utilities,Power Generation,USA
DUKRW,DUKRW,DUKE Robotics Corp. - Warrant,NASDAQ,S,N,N,3748775,Industrials,Aerospace,USA
DX$C,DX$C,"Dynex Capital, Inc. 6.900% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",NYSE, ,N,N,,,,USA
DXR,DXR,Daxor Corporation - Closed End Fund,NASDAQ,S,N,N,61359734,Health Care,Medical/Dental Instruments,USA
DYNCU,DYNCU,Dynamix Corporation - Unit,NASDAQ,G,N,N,,,,USA
DYNCW,DYNCW,Dynamix Corporation - Warrant,NASDAQ,G,N,N,,,,USA
DYORU,DYORU,Insight Digital Partners II - Units,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
DYORW,DYORW,Insight Digital Partners II - Warrants,NASDAQ,G,N,N,,,,USA
DZZ,DZZ,"DB Gold Double Short ETN due February 15, 2038",NYSE ARCA, ,N,N,,,,USA
EAD,EAD,Allspring Income Opportunities Fund Common Shares,NYSE MKT, ,N,N,0,Finance,Finance/Investors Services,USA
EAI,EAI,"Entergy Arkansas, LLC First Mortgage Bonds, 4.875% Series Due September 1, 2066",NYSE, ,N,N,9156641400,Utilities,Electric Utilities: Central,USA
ECC$D,ECC$D,Eagle Point Credit Company 6.75% Series D Preferred Stock,NYSE, ,N,N,,,,USA
ECCC,ECCC,Eagle Point Credit Company 6.50% Series C Term Preferred Stock due 2031,NYSE, ,N,N,1510496848,Finance,Trusts Except Educational Religious and Charitable,USA
ECCU,ECCU,Eagle Point Credit Company 7.75% Notes due 2030,NYSE, ,N,N,0,,,USA
ECCV,ECCV,Eagle Point Credit Company 5.375% Notes due 2029,NYSE, ,N,N,1454687326,Finance,Trusts Except Educational Religious and Charitable,USA
ECF,ECF,Ellsworth Growth and Income Fund Ltd.,NYSE MKT, ,N,N,0,Finance,Finance/Investors Services,USA
ECF$A,ECF$A,Ellsworth Growth and Income Fund Ltd. 5.25% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share),NYSE MKT, ,N,N,,,,USA
ECXWW,ECXWW,ECARX Holdings Inc. - Warrants,NASDAQ,S,N,N,17490653,Technology,EDP Services,USA
EDBLW,EDBLW,Edible Garden AG Incorporated - Warrant,NASDAQ,S,N,N,13277,Consumer Staples,Farming/Seeds/Milling,USA
EDD,EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc. Common Stock",NYSE, ,N,N,0,Finance,Finance Companies,USA
EDF,EDF,Virtus Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,NYSE, ,N,N,0,Finance,Investment Managers,USA
EEA,EEA,"The European Equity Fund, Inc. Common Stock",NYSE, ,N,N,0,Finance,Trusts Except Educational Religious and Charitable,USA
EFC$B,EFC$B,Ellington Financial Inc. 6.250% Series B Fixed-Rate Reset Cumulative Redeemable Preferred Stock,NYSE, ,N,N,,,,USA
EFC$C,EFC$C,Ellington Financial Inc. 8.625% Series C Fixed-Rate Reset Cumulative Redeemable Preferred Stock,NYSE, ,N,N,,,,USA
EFC$D,EFC$D,Ellington Financial Inc. 7.00% Series D Cumulative Perpetual Redeemable Preferred Stock,NYSE, ,N,N,,,,USA
EFR,EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,NYSE, ,N,N,0,Finance,Trusts Except Educational Religious and Charitable,USA
EFSCP,EFSCP,"Enterprise Financial Services Corporation - Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",NASDAQ,Q,N,N,747447996,Finance,Major Banks,USA
EGHAR,EGHAR,EGH Acquisition Corp. - rights,NASDAQ,G,N,N,,,,USA
EGHAU,EGHAU,EGH Acquisition Corp. - Unit,NASDAQ,G,N,N,,,,USA
EHI,EHI,Western Asset Global High Income Fund Inc Common Stock,NYSE, ,N,N,0,Finance,Investment Managers,USA
EICA,EICA,Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026,NYSE, ,N,N,222257295,Finance,Finance/Investors Services,USA
EIIA,EIIA,Eagle Point Institutional Income Fund 8.125% Series A Term Preferred Shares Due 2029,NYSE, ,N,N,0,,,USA
EIM,EIM,"Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value",NYSE MKT, ,N,N,0,Finance,Finance/Investors Services,USA
ELC,ELC,"Entergy Louisiana, Inc. Collateral Trust Mortgage Bonds, 4.875 % Series due September 1, 2066",NYSE, ,N,N,4264751040,Utilities,Electric Utilities: Central,USA
ELLA,ELLA,Ellington Credit Company 8.50% Notes due 2031,NYSE, ,N,N,0,Real Estate,Real Estate Investment Trusts,USA
ELVR,ELVR,Elevra Lithium Limited - American Depository Shares,NASDAQ,S,N,N,1010840563,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),USA
EMD,EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,NYSE, ,N,N,0,Finance,Finance/Investors Services,USA
EMF,EMF,Templeton Emerging Markets Fund Common Stock,NYSE, ,N,N,0,Finance,Finance/Investors Services,USA
EMISR,EMISR,Emmis Acquisition Corp. - Rights,NASDAQ,G,N,N,,,,USA
EMO,EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,NYSE, ,N,N,0,Finance,Investment Managers,USA
EMP,EMP,"Entergy Mississippi, LLC First Mortgage Bonds, 4.90% Series Due October 1, 2066",NYSE, ,N,N,9200135447,Utilities,Electric Utilities: Central,USA
ENGNW,ENGNW,enGene Therapeutics Inc. - Warrants,NASDAQ,S,N,N,16077472,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),USA
ENJ,ENJ,"Entergy New Orleans, LLC First Mortgage Bonds, 5.0% Series due December 1, 2052",NYSE, ,N,N,9289412700,Utilities,Power Generation,USA
ENO,ENO,"Entergy New Orleans, LLC First Mortgage Bonds, 5.50% Series due April 1, 2066",NYSE, ,N,N,4552458711,Utilities,Power Generation,USA
ENRDW,ENRDW,Einride AB - Warrants,NASDAQ,S,N,N,70641081,Technology,EDP Services,USA
EOD,EOD,Allspring Global Dividend Opportunity Fund Common Shares of Beneficial Interest,NYSE, ,N,N,0,Finance,Investment Managers,USA
EOI,EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,NYSE, ,N,N,0,Finance,Finance/Investors Services,USA
EONR-W,EONR.W,"EON Resources Inc. Warrants, each whole warrant exercisable for three quarters of one share of Class A Common Stock at an exercise price of $11.50 per whole share",NYSE MKT, ,N,N,,,,USA
EOS,EOS,Eaton Vance Enhance Equity Income Fund II Common Stock,NYSE, ,N,N,0,Finance,Trusts Except Educational Religious and Charitable,USA
EOSER,EOSER,"Eos Energy Enterprises, Inc. - Right",NASDAQ,S,N,N,9995494,Miscellaneous,Industrial Machinery/Components,USA
EOT,EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,NYSE, ,N,N,273123619,Finance,Investment Bankers/Brokers/Service,USA
EP$C,EP$C,El Paso Corporation Preferred Stock,NYSE, ,N,N,,,,USA
EPR$C,EPR$C,EPR Properties 5.75% Series C Cumulative Convertible Preferred Shares,NYSE, ,N,N,,,,USA
EPR$E,EPR$E,EPR Properties Series E Cumulative Conv Pfd Shs Ser E,NYSE, ,N,N,,,,USA
EPR$G,EPR$G,EPR Properties 5.750% Series G Cumulative Redeemable Preferred Shares,NYSE, ,N,N,,,,USA
EQH$A,EQH$A,"Equitable Holdings, Inc. Depositary Shares",NYSE, ,N,N,,,,USA
EQH$C,EQH$C,"Equitable Holdings, Inc. Depositary Shares, each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series C",NYSE, ,N,N,,,,USA
EQNR,EQNR,Equinor ASA,NYSE, ,N,N,89084656799,Energy,Integrated oil Companies,USA
ERC,ERC,Allspring Multi-Sector Income Fund Common Stock,NYSE MKT, ,N,N,0,Finance,Finance/Investors Services,USA
ERH,ERH,Allspring Utilities and High Income Fund Common Shares,NYSE MKT, ,N,N,0,Finance,Finance/Investors Services,USA
ERNAW,ERNAW,Ernexa Therapeutics Inc. - Warrants,NASDAQ,S,N,N,93190,Health Care,Biotechnology: Pharmaceutical Preparations,USA
EROK,EROK,"EagleRock Land, LLC Class A shares representing limited liability company interests",NYSE, ,N,N,2676652979,Energy,Oil & Gas Production,USA
ESBA,ESBA,"Empire State Realty OP, L.P. Series ES Operating Partnership Units Representing Limited Partnership Interests",NYSE ARCA, ,N,N,,,,USA
ESLAW,ESLAW,"Estrella Immunopharma, Inc. - Warrant",NASDAQ,S,N,N,3391097,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),USA
ET,ET,Energy Transfer LP Common Units ,NYSE, ,N,N,69511417395,Utilities,Natural Gas Distribution,USA
ET$I,ET$I,Energy Transfer L.P. Series I Fixed Rate Perpetual Preferred Units,NYSE, ,N,N,,,,USA
ETB,ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,NYSE, ,N,N,456431525,Finance,Investment Bankers/Brokers/Service,USA
ETG,ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,NYSE, ,N,N,0,Finance,Investment Managers,USA
ETI$,ETI$,"Entergy Texas Inc 5.375% Series A Preferred Stock, Cumulative, No Par Value",NYSE, ,N,N,,,,USA
ETJ,ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,NYSE, ,N,N,0,Finance,Finance Companies,USA
ETSS-U,ETSS.U,"Energy Transition Special Opportunities Units, each consisting of one Class A ordinary share and one-half of one redeemable warrant",NYSE, ,N,N,,,,USA
ETSS-W,ETSS.W,"Energy Transition Special Opportunities Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",NYSE, ,N,N,,,,USA
ETV,ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,NYSE, ,N,N,1642303285,Finance,Investment Bankers/Brokers/Service,USA
ETW,ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,NYSE, ,N,N,1054330701,Finance,Investment Managers,USA
ETY,ETY,"Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,",NYSE, ,N,N,0,Finance,Finance Companies,USA
EUDAW,EUDAW,Euda Health Holdings Limited - Warrant,NASDAQ,S,N,N,61983,Health Care,Medical/Nursing Services,USA
EURKR,EURKR,Eureka Acquisition Corp - Right,NASDAQ,S,N,N,,,,USA
EURKU,EURKU,Eureka Acquisition Corp - Unit,NASDAQ,S,N,N,,,,USA
EVAC-U,EVAC.U,"EQV Ventures Acquisition Corp. II Units, each unit consists of one Class A ordinary share and one-third of one redeemable warrant",NYSE, ,N,N,,,,USA
EVAC-W,EVAC.W,"EQV Ventures Acquisition Corp. II Redeemable Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share",NYSE, ,N,N,,,,USA
EVEX-W,EVEX.W,"Eve Holding, Inc. Warrants, each exercisable for one share of Common Stock at an exercise price of $11.50 per share",NYSE, ,N,N,,,,USA
EVG,EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,NYSE, ,N,N,0,Finance,Investment Managers,USA
EVOXU,EVOXU,Evolution Global Acquisition Corp - Units,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
EVOXW,EVOXW,Evolution Global Acquisition Corp - Warrants,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
EVT,EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,NYSE, ,N,N,0,Finance,Finance Companies,USA
EVV,EVV,Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest,NYSE MKT, ,N,N,0,Finance,Finance/Investors Services,USA
EXG,EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,NYSE, ,N,N,0,Finance,Finance Companies,USA
EXYNW,EXYNW,"Exyn Technologies, Inc. - Warrant",NASDAQ,S,N,N,6760863,Technology,Computer Software: Prepackaged Software,USA
F$B,F$B,"Ford Motor Company 6.20% Notes due June 1, 2059",NYSE, ,N,N,,,,USA
F$C,F$C,"Ford Motor Company 6% Notes due December 1, 2059",NYSE, ,N,N,,,,USA
F$D,F$D,"Ford Motor Company 6.500% Notes due August 15, 2062",NYSE, ,N,N,,,,USA
FACTU,FACTU,FACT II Acquisition Corp. - Unit,NASDAQ,G,N,N,,,,USA
FACTW,FACTW,FACT II Acquisition Corp. - Warrant,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
FACWW,FACWW,Factorial Energy Inc. - Warrant,NASDAQ,G,N,N,96973762,Miscellaneous,Industrial Machinery/Components,USA
FAX,FAX,"abrdn Asia-Pacific Income Fund, Inc. Common Stock",NYSE MKT, ,N,N,0,Finance,Investment Managers,USA
FBIOP,FBIOP,"Fortress Biotech, Inc. - 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock",NASDAQ,S,N,N,617874739,Health Care,Biotechnology: Pharmaceutical Preparations,USA
FBRT$E,FBRT$E,"Franklin BSP Realty Trust, Inc. 7.50% Series E Cumulative Redeemable Preferred Stock",NYSE, ,N,N,,,,USA
FBYDP,FBYDP,"Falcon's Beyond Global, Inc. - 11% Series B Cumulative Convertible Preferred Stock",NASDAQ,G,N,N,,,,USA
FBYDW,FBYDW,"Falcon's Beyond Global, Inc. - Warrants",NASDAQ,S,N,N,298255842,Consumer Discretionary,Services-Misc. Amusement & Recreation,USA
FCNCN,FCNCN,"First Citizens BancShares, Inc. - Depositary Shares, each representing a 1/40th interest in a share of 6.625% Non-Cumulative Perpetual Preferred Stock, Series E",NASDAQ,Q,N,N,292802833,Finance,Major Banks,USA
FCNCO,FCNCO,"First Citizens BancShares, Inc. - 5.625% Non-Cumulative Perpetual Preferred Stock, Series C",NASDAQ,Q,N,N,239746079,Finance,Major Banks,USA
FCNCP,FCNCP,"First Citizens BancShares, Inc. - Depositary Shares Each Representing a 1/40th Interest in a Share of 5.375% Non-Cumulative Perpetual Preferred Stock, Series A",NASDAQ,Q,N,N,235447312,Finance,Major Banks,USA
FCRS-U,FCRS.U,"FutureCrest Acquisition Corp. Units, each consisting of one Class A ordinary share and one-quarter of one redeemable warrant",NYSE, ,N,N,,,,USA
FCRS-W,FCRS.W,"FutureCrest Acquisition Corp. Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",NYSE, ,N,N,,,,USA
FCT,FCT,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,NYSE, ,N,N,0,Finance,Finance Companies,USA
FDMMU,FDMMU,Freedom Metals Acquisition Corp. - Units,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
FDUS,FDUS,Fidus Investment Corporation - Closed End Fund,NASDAQ,Q,N,N,784896248,Finance,Finance/Investors Services,USA
FERAR,FERAR,Fifth Era Acquisition Corp I - Rights,NASDAQ,G,N,N,0,,,USA
FERAU,FERAU,Fifth Era Acquisition Corp I - Units,NASDAQ,G,N,N,,,,USA
FFA,FFA,First Trust Enhanced Equity Income Fund Common Shares of Beneficial Interest,NYSE, ,N,N,0,Finance,Investment Managers,USA
FFAIW,FFAIW,Faraday Future Intelligent Electric Inc. - Warrant,NASDAQ,S,N,N,947138,Industrials,Auto Manufacturing,USA
FFC,FFC,Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,NYSE, ,N,N,0,Finance,Trusts Except Educational Religious and Charitable,USA
FGBIP,FGBIP,"First Guaranty Bancshares, Inc. - 6.75% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock",NASDAQ,G,N,N,329614245,Finance,Savings Institutions,USA
