symbol,timestamp,data_fetch_timestamp,engine_mode,latest_price,l1_state,l1_reason,tactical_state,confidence,capital_action,message,indicators_used
FSLR,2026-05-15T19:56:20.318389+00:00,2026-05-15T19:56:19.666988+00:00,QUICK_CROSSOVER,234.0249,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_PULLBACK_RISK,HIGH,HOLD_WITH_RISK_CONTROL,"FSLR: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (HIGH); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure weak. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=9.67%, slope=FALLING. Extended support: PPO=BULLISH, RSI=66.9798, ADX=28.16 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=4.5553% MEDIUM, 52W=MID_RANGE, Session=NORMAL 1.0383%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
SITM,2026-05-15T19:56:21.743443+00:00,2026-05-15T19:56:20.992392+00:00,QUICK_CROSSOVER,772.54,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"SITM: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV distribution; CMF accumulation; EMA200 structure supportive; high volatility risk; price sharply lower today; opened with a bearish gap. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=102.2932%, slope=RISING. Extended support: PPO=BEARISH, RSI=66.8268, ADX=49.6127 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=6.6798% HIGH, 52W=MID_RANGE, Session=EXTENDED_DOWN -5.8119%, Gap=GAP_DOWN -4.9024%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
AMKR,2026-05-15T19:56:23.065722+00:00,2026-05-15T19:56:22.397802+00:00,QUICK_CROSSOVER,70.21,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"AMKR: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; OBV distribution; CMF accumulation; EMA200 structure supportive; high volatility risk; opened with a bearish gap. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=53.387%, slope=RISING. Extended support: PPO=BEARISH, RSI=52.7832, ADX=20.6427 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=6.1311% HIGH, 52W=MID_RANGE, Session=NORMAL -2.6078%, Gap=GAP_DOWN -3.9874%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
LSCC,2026-05-15T19:56:24.677188+00:00,2026-05-15T19:56:23.747630+00:00,QUICK_CROSSOVER,119.89,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"LSCC: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; OBV distribution; CMF accumulation; EMA200 structure supportive; high volatility risk; opened with a bearish gap. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=37.6516%, slope=RISING. Extended support: PPO=BEARISH, RSI=52.7458, ADX=16.908 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=5.1751% HIGH, 52W=MID_RANGE, Session=NORMAL -3.9728%, Gap=GAP_DOWN -3.8766%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
AAOI,2026-05-15T19:56:26.083232+00:00,2026-05-15T19:56:25.395867+00:00,QUICK_CROSSOVER,190.085,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_PULLBACK_RISK,MEDIUM,HOLD_WITH_RISK_CONTROL,"AAOI: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; ADX confirms bullish trend; OBV accumulation; EMA200 structure supportive; high volatility risk; price sharply lower today; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=150.1569%, slope=RISING. Extended support: PPO=BULLISH, RSI=57.6886, ADX=36.6792 BULLISH/STRONG, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=12.1867% HIGH, 52W=MID_RANGE, Session=EXTENDED_DOWN -6.6243%, Gap=GAP_DOWN -6.052%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
RMBS,2026-05-15T19:56:27.436558+00:00,2026-05-15T19:56:26.779500+00:00,QUICK_CROSSOVER,127.28,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"RMBS: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; OBV distribution; CMF accumulation; EMA200 structure supportive; high volatility risk; opened with a bearish gap. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=29.9828%, slope=RISING. Extended support: PPO=BEARISH, RSI=53.7557, ADX=24.134 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=7.139% HIGH, 52W=MID_RANGE, Session=NORMAL -2.4375%, Gap=GAP_DOWN -4.4573%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
SMTC,2026-05-15T19:56:28.849337+00:00,2026-05-15T19:56:28.126880+00:00,QUICK_CROSSOVER,137.925,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_PULLBACK_RISK,MEDIUM,HOLD_WITH_RISK_CONTROL,"SMTC: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=72.661%, slope=RISING. Extended support: PPO=BULLISH, RSI=71.9059, ADX=35.3357 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=5.6859% HIGH, 52W=NEAR_HIGH, Session=NORMAL -2.2917%, Gap=GAP_DOWN -4.9406%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
VIAV,2026-05-15T19:56:30.312597+00:00,2026-05-15T19:56:29.497866+00:00,QUICK_CROSSOVER,51.44,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"VIAV: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; ADX confirms bullish trend; OBV distribution; CMF distribution; EMA200 structure supportive; high volatility risk; opened with a bearish gap. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=89.7838%, slope=RISING. Extended support: PPO=BEARISH, RSI=58.1222, ADX=37.309 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=7.1476% HIGH, 52W=MID_RANGE, Session=NORMAL -3.1444%, Gap=GAP_DOWN -4.9896%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
SWKS,2026-05-15T19:56:31.631977+00:00,2026-05-15T19:56:30.993703+00:00,QUICK_CROSSOVER,68.98,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,PRE_BULL_CROSSOVER,HIGH,ACCUMULATION_WATCH,"SWKS: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BULL_CROSSOVER (HIGH); Capital_Action=ACCUMULATION_WATCH. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators.  Support profile: PPO bearish; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=7.4985%, slope=RISING. Extended support: PPO=BEARISH, RSI=59.3389, ADX=25.9808 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=4.6507% MEDIUM, 52W=MID_RANGE, Session=NORMAL 2.8631%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
FORM,2026-05-15T19:56:32.991749+00:00,2026-05-15T19:56:32.279695+00:00,QUICK_CROSSOVER,125.73,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,MEDIUM,WAIT_FOR_1D_CONFIRMATION,"FORM: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Bearish pressure is confirmed on 1D and 4H, while 1H is bullish. Support profile: PPO bearish; ADX confirms bearish trend; OBV distribution; EMA200 structure supportive; high volatility risk; opened with a bearish gap. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=52.7237%, slope=RISING. Extended support: PPO=BEARISH, RSI=44.6548, ADX=30.7531 BEARISH/STRONG, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=8.4859% HIGH, 52W=MID_RANGE, Session=NORMAL -1.7658%, Gap=GAP_DOWN -4.9457%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
SIMO,2026-05-15T19:56:34.257980+00:00,2026-05-15T19:56:33.628597+00:00,QUICK_CROSSOVER,260.23,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"SIMO: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high; opened with a bearish gap. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=114.2983%, slope=RISING. Extended support: PPO=BEARISH, RSI=78.3393, ADX=57.1359 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=6.0866% HIGH, 52W=NEAR_HIGH, Session=NORMAL -1.372%, Gap=GAP_DOWN -3.6801%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
ALGM,2026-05-15T19:56:35.632130+00:00,2026-05-15T19:56:34.993926+00:00,QUICK_CROSSOVER,43.04,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"ALGM: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; ADX confirms bearish trend; OBV distribution; CMF accumulation; EMA200 structure supportive; high volatility risk; opened with a bearish gap. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=26.3099%, slope=RISING. Extended support: PPO=BEARISH, RSI=48.217, ADX=26.3807 BEARISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=6.048% HIGH, 52W=MID_RANGE, Session=NORMAL -4.2918%, Gap=GAP_DOWN -3.2466%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
CRUS,2026-05-15T19:56:36.879905+00:00,2026-05-15T19:56:36.279777+00:00,QUICK_CROSSOVER,159.58,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,MEDIUM,WAIT_FOR_1D_CONFIRMATION,"CRUS: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Bearish pressure is confirmed on 1D and 4H, while 1H is bullish. Support profile: PPO bearish; OBV distribution; CMF distribution; EMA200 structure supportive. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=18.1351%, slope=RISING. Extended support: PPO=BEARISH, RSI=45.6831, ADX=21.8873 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=4.0131% MEDIUM, 52W=MID_RANGE, Session=NORMAL -2.002%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
QRVO,2026-05-15T19:56:38.112446+00:00,2026-05-15T19:56:37.512323+00:00,QUICK_CROSSOVER,92.53,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,PRE_BULL_CROSSOVER,HIGH,ACCUMULATION_WATCH,"QRVO: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BULL_CROSSOVER (HIGH); Capital_Action=ACCUMULATION_WATCH. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators.  Support profile: PPO bearish; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=9.7685%, slope=RISING. Extended support: PPO=BEARISH, RSI=59.1907, ADX=26.3918 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=3.4621% MEDIUM, 52W=MID_RANGE, Session=NORMAL 2.2883%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
MXL,2026-05-15T19:56:39.361062+00:00,2026-05-15T19:56:38.714615+00:00,QUICK_CROSSOVER,92.585,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,MEDIUM,WAIT_FOR_1D_CONFIRMATION,"MXL: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Bearish pressure is confirmed on 1D and 4H, while 1H is bullish. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; opened with a bearish gap. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=243.8141%, slope=RISING. Extended support: PPO=BEARISH, RSI=74.4396, ADX=61.5364 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=10.037% HIGH, 52W=MID_RANGE, Session=NORMAL 4.2859%, Gap=GAP_DOWN -6.6682%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
SLAB,2026-05-15T19:56:40.595175+00:00,2026-05-15T19:56:39.964110+00:00,QUICK_CROSSOVER,216.57,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"SLAB: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV distribution; CMF accumulation; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=25.6655%, slope=RISING. Extended support: PPO=BEARISH, RSI=60.5401, ADX=47.1083 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=0.7608% LOW, 52W=NEAR_HIGH, Session=NORMAL -0.3405%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
AXTI,2026-05-15T19:56:41.887879+00:00,2026-05-15T19:56:41.228287+00:00,QUICK_CROSSOVER,124.175,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_PULLBACK_RISK,MEDIUM,HOLD_WITH_RISK_CONTROL,"AXTI: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price already extended upward today; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=230.4989%, slope=RISING. Extended support: PPO=BEARISH, RSI=69.9249, ADX=41.455 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=10.8364% HIGH, 52W=MID_RANGE, Session=EXTENDED_UP 7.997%, Gap=GAP_DOWN -4.2529%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
ENPH,2026-05-15T19:56:43.184821+00:00,2026-05-15T19:56:42.526360+00:00,QUICK_CROSSOVER,52.96,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_SECURED,MEDIUM,HOLD_WITH_RISK_CONTROL,"ENPH: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; OBV accumulation; CMF accumulation; EMA200 structure weak; high volatility risk; price near 52-week high; price already extended upward today; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=30.9652%, slope=FALLING. Extended support: PPO=BULLISH, RSI=79.8213, ADX=22.082 BULLISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=6.4601% HIGH, 52W=NEAR_HIGH, Session=EXTENDED_UP 10.3104%, Gap=GAP_DOWN -3.2389%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
KLIC,2026-05-15T19:56:44.540928+00:00,2026-05-15T19:56:43.844608+00:00,QUICK_CROSSOVER,102.015,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_PULLBACK_RISK,HIGH,HOLD_WITH_RISK_CONTROL,"KLIC: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (HIGH); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV distribution; CMF accumulation; EMA200 structure supportive; price near 52-week high; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=68.5122%, slope=RISING. Extended support: PPO=BEARISH, RSI=69.2121, ADX=41.5531 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=4.7195% MEDIUM, 52W=NEAR_HIGH, Session=NORMAL -1.9935%, Gap=GAP_DOWN -3.3817%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
NVTS,2026-05-15T19:56:45.804489+00:00,2026-05-15T19:56:45.209423+00:00,QUICK_CROSSOVER,21.345,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_PULLBACK_RISK,MEDIUM,HOLD_WITH_RISK_CONTROL,"NVTS: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=113.1741%, slope=RISING. Extended support: PPO=BULLISH, RSI=62.6183, ADX=42.4708 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=10.9364% HIGH, 52W=MID_RANGE, Session=NORMAL -4.3683%, Gap=GAP_DOWN -7.2357%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
SYNA,2026-05-15T19:56:47.161572+00:00,2026-05-15T19:56:46.464685+00:00,QUICK_CROSSOVER,128.47,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_PULLBACK_RISK,MEDIUM,HOLD_WITH_RISK_CONTROL,"SYNA: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=60.5242%, slope=RISING. Extended support: PPO=BULLISH, RSI=74.4407, ADX=41.6854 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=5.5148% HIGH, 52W=NEAR_HIGH, Session=NORMAL -1.0094%, Gap=GAP_DOWN -3.1361%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
DIOD,2026-05-15T19:56:48.608773+00:00,2026-05-15T19:56:47.963879+00:00,QUICK_CROSSOVER,99.77,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,MEDIUM,WAIT_FOR_1D_CONFIRMATION,"DIOD: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Bearish pressure is confirmed on 1D and 4H, while 1H is bullish. Support profile: PPO bearish; ADX confirms bullish trend; OBV distribution; CMF accumulation; EMA200 structure supportive; high volatility risk; opened with a bearish gap. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=46.0871%, slope=RISING. Extended support: PPO=BEARISH, RSI=51.0318, ADX=38.7708 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=5.4089% HIGH, 52W=MID_RANGE, Session=NORMAL -3.7434%, Gap=GAP_DOWN -3.5697%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
