Ticker,Symbol,ETF Name,Last Price,Change %,Volume,Average Volume 30D,AUM,Expense Ratio %,MTD %,1M %,3M %,6M %,YTD %,1Y %,Exchange,Type,Type Specs,Subtype
AMEX:TPIF,TPIF,Timothy Plan International ETF,37.46,-0.768211920529799,12092,51211.86666666667,244725000.0,0.62,,0.1604278074866371,1.7934782608695754,9.05385735080058,6.9980005712653615,18.581829692940808,AMEX,fund,['etf'],etf
AMEX:GPZ,GPZ,VanEck Alternative Asset Manager ETF,21.94,-4.4841097083151835,475585,254129.6,243922330.0,0.4,,-7.23044397463001,-0.9927797833934967,-17.98130841121495,-19.780621572212066,-12.450119712689537,AMEX,fund,['etf'],etf
AMEX:NBIE,NBIE,Neuberger International Core Equity ETF,26.06,-0.6670478368591604,5009,23652.633333333335,237891513.5703,0.29,,3.4126984126984103,6.5848670756646195,6.5848670756646195,6.5848670756646195,6.5848670756646195,AMEX,fund,['etf'],etf
AMEX:LCTD,LCTD,iShares World ex U.S. Carbon Transition Readiness Aware Active ETF,58.13,-0.7476791894536069,3873,13566.866666666667,236419560.0,0.22,,0.7277768151100359,1.9377466023673897,6.406736225517115,5.193630112196896,15.177333069149997,AMEX,fund,['etf'],etf
NYSE:GDIV,GDIV,Harbor Dividend Growth Leaders ETF,18.53,-0.05393743257819855,6654,9803.666666666666,235225177.53,0.5,,3.231197771587754,6.006864988558356,10.494931425163994,11.091127098321351,23.698264352469963,NYSE,fund,['etf'],etf
AMEX:HSCZ,HSCZ,iShares Currency Hedged MSCI EAFE Small-Cap ETF,43.0491,-0.11809744779582045,12579,20954.0,219296999.04,0.43,,3.707781257528318,4.895467836257319,10.865567859902148,9.819132653061223,24.834275772074825,AMEX,fund,['etf'],etf
NASDAQ:IVAL,IVAL,Alpha Architect International Quantitative Value ETF,35.51,-0.4292952659752013,16373,15218.9,214956500.0,0.38,,3.527696793002918,3.769725306838104,14.511447920025786,11.701793016671907,28.241242325749354,NASDAQ,fund,['etf'],etf
NASDAQ:FICS,FICS,First Trust International Developed Capital Strength ETF,40.2605,-0.7873336619024097,10676,32133.2,210324480.894,0.7000000000000001,,0.15049751243780485,-0.8362068965517266,2.613737734165926,0.37521815008726245,1.4118387909319836,NASDAQ,fund,['etf'],etf
CBOE:GHYG,GHYG,iShares US & Intl High Yield Corp Bond ETF,45.26,-0.15442311934701144,5739,25402.533333333333,199202080.0,0.4,,-0.6148440931049651,-0.6802721088435424,-1.5873015873015959,-1.8389473387423907,-0.019439437316652545,CBOE,fund,['etf'],etf
AMEX:IAPR,IAPR,Innovator International Developed Power Buffer ETF April,33.015,-0.19649334945585772,5959,24120.833333333332,198584000.0,0.85,,1.317449065080688,5.512943432406525,7.990972131362035,6.465656239922602,14.199239017640956,AMEX,fund,['etf'],etf
NASDAQ:FINX,FINX,Global X FinTech ETF,24.665,-4.619929852241135,131204,70152.23333333334,196103542.371802,0.68,,-4.28793170353124,-2.2393975426080113,-18.83843369529451,-16.728561782579344,-19.996756406097955,NASDAQ,fund,['etf'],etf
AMEX:IJUL,IJUL,Innovator International Developed Power Buffer ETF July,35.435,-0.05640953321110146,1865,7424.8,194704950.0,0.85,,2.1475929662727142,3.8540445486518315,6.989734299516924,5.429931567985727,13.319837927207962,AMEX,fund,['etf'],etf
AMEX:PTIN,PTIN,Pacer Trendpilot International ETF,36.725,-0.787218638225208,10170,11189.1,189305245.0,0.67,,5.988455988455997,8.814814814814818,14.837398373983744,14.586583463338549,30.161261740209113,AMEX,fund,['etf'],etf
AMEX:JEDI,JEDI,Defiance Drone and Modern Warfare ETF,37.09,-8.464955577492594,331434,231634.03333333333,186749575.0,0.6900000000000001,,32.416993930739025,36.36029411764708,59.59552495697076,51.32598939208487,47.592518901711124,AMEX,fund,['etf'],etf
NASDAQ:IFLO,IFLO,VictoryShares International Free Cash Flow ETF,33.955,-0.32291207984734904,1056,5147.733333333334,178884710.713,0.56,,5.712951432129517,10.386866059817933,20.60410384277956,18.723776223776213,33.839180134016544,NASDAQ,fund,['etf'],etf
AMEX:IOCT,IOCT,Innovator International Developed Power Buffer ETF - October,36.61,-0.3779704970761018,4811,15245.766666666666,173297880.0,0.85,,1.3285358427899165,2.7793374508703033,6.20829706991587,4.599999999999999,13.343653250774002,AMEX,fund,['etf'],etf
AMEX:QWLD,QWLD,State Street SPDR MSCI World StrategicFactors ETF,151.4201,-0.4712200187988521,466,11986.566666666668,170313324.75,0.3,,1.2098790187821515,2.6855418418554065,6.24480774628121,5.233233720202937,15.438057482656099,AMEX,fund,['etf'],etf
CBOE:NIHI,NIHI,NEOS MSCI EAFE High Income ETF,51.39,-0.4833499872191127,26024,47342.03333333333,168136206.0,0.68,,1.6818361693707982,1.440979076194244,1.7623762376237635,0.6068911511354782,2.574850299401196,CBOE,fund,['etf'],etf
AMEX:DIM,DIM,WisdomTree International MidCap Dividend Fund,86.14,-0.7251421011142172,3364,3033.5666666666666,167678800.0,0.58,,0.09295840111549883,1.257787704243573,8.776360651597427,6.057621275547897,16.515622886514258,AMEX,fund,['etf'],etf
NASDAQ:IMOM,IMOM,Alpha Architect International Quantitative Momentum ETF,44.9493,-0.537041954328198,7613,16753.733333333334,161549640.0,0.38,,2.0878946173063815,4.874708352776485,18.568451595885,17.76080691642651,38.989795918367335,NASDAQ,fund,['etf'],etf
CBOE:YDEC,YDEC,FT Vest International Equity Moderate Buffer ETF - December,27.34,-0.2917578409919834,12471,10636.833333333334,158641654.704,0.9,,1.4471243042671635,2.4737631184407802,4.952015355086369,3.7965072133637054,10.598705501618127,CBOE,fund,['etf'],etf
NASDAQ:RFDI,RFDI,First Trust RiverFront Dynamic Developed International ETF,86.4379,-0.5260371712986903,1314,3314.366666666667,156709646.236,0.8300000000000001,,1.4694885667966993,2.877767198286126,8.603970348033666,6.332759256981169,19.9089147313706,NASDAQ,fund,['etf'],etf
CBOE:YMAR,YMAR,FT Vest International Equity Moderate Buffer ETF - March,28.43,-0.35050823694357314,938,31396.6,152154056.88,0.9,,0.7084661707403446,3.194192377495459,6.639159789947485,4.791743457427205,13.221823974512146,CBOE,fund,['etf'],etf
AMEX:DXIV,DXIV,Dimensional International Vector Equity ETF,71.98,-0.5943897561676108,7363,7863.366666666667,151085199.888,0.3,,2.2297969038488956,3.9122275155189956,12.671206073413174,9.943653495728586,26.435974003161785,AMEX,fund,['etf'],etf
AMEX:KNRG,KNRG,Simplify Kayne Anderson Energy and Infrastructure Credit ETF,25.76,-0.11632415664985492,6690,15961.266666666666,145600525.77,0.76,,0.0,-0.8468052347959926,-0.77041602465331,-0.3866976024748564,2.1820792625119516,AMEX,fund,['etf'],etf
AMEX:EFFI,EFFI,Harbor Osmosis International Resource Efficient ETF,25.6303,0.2295515337327277,97,618.1,144131500.0,0.55,,3.389673255344894,3.8332367799514566,3.4226316575269995,5.472315384457105,14.30463635228428,AMEX,fund,['etf'],etf
NASDAQ:RINT,RINT,Russell Investments International Developed Equity ETF,31.6891,-0.6552114389258283,8366,14963.666666666666,137725371.593436,0.49,,3.255457803844896,5.806677796327214,9.65086505190312,7.932901907356949,20.904616558565426,NASDAQ,fund,['etf'],etf
AMEX:BKCI,BKCI,BNY Mellon Concentrated International ETF,53.525,-0.0647875174804953,1408,5455.2,133957553.583,0.65,,3.330115830115833,3.7507268850552338,3.270306772139688,2.7154097102283616,5.9271719770433355,AMEX,fund,['etf'],etf
AMEX:CRTC,CRTC,Xtrackers US National Critical Technologies ETF,39.7,-1.1276922157358797,6841,8924.433333333332,131012590.065,0.35000000000000003,,4.735523018071499,6.691749529696323,7.181425485961133,7.4134199134199195,22.79996288162332,AMEX,fund,['etf'],etf
NASDAQ:BUFI,BUFI,AB International Buffer ETF,42.15,-0.1303163132330286,102,7605.733333333334,128151806.4648,0.6900000000000001,,1.9347037484885057,3.270856302829844,6.520090978013642,4.699687018729186,12.821199143468949,NASDAQ,fund,['etf'],etf
CBOE:YJUN,YJUN,FT Vest International Equity Moderate Buffer ETF - June,26.86,0.09316191540897552,1155,18851.866666666665,127423553.652,0.9,,1.5117157974300777,3.069838833461246,5.9148264984227135,4.472967716841691,10.353327855382085,CBOE,fund,['etf'],etf
CBOE:YSEP,YSEP,FT Vest International Equity Buffer ETF - September,27.28,-0.33538167018610104,6927,13213.866666666667,124301504.638,0.9,,1.4503532911863166,3.0016990749480903,5.777433113609934,4.126111683652046,14.046345960092138,CBOE,fund,['etf'],etf
CBOE:TRIO,TRIO,MC Trio Equity Buffered ETF,64.5,-0.05826061086869923,271,1039.2666666666667,118710176.0,0.7000000000000001,,1.6004032512129012,4.857588763168161,-2.682786621825301,5.547373588610703,5.5197460982233455,CBOE,fund,['etf'],etf
AMEX:UDN,UDN,Invesco DB USD Index Bearish ETF,18.13,-0.32985156679495475,25990,141358.86666666667,118287727.92,0.78,,-1.0911074740861937,0.0,-2.6315789473684315,-0.5485463521667658,-1.8408229561450995,AMEX,fund,['etf'],etf
CBOE:BUFY,BUFY,FT Vest Laddered International Moderate Buffer ETF,23.24,-0.3003003003003016,13874,41131.76666666667,116375046.55,1.0,,1.087429317094389,2.740937223695833,5.444646098003627,4.07523510971787,11.462829736211017,CBOE,fund,['etf'],etf
AMEX:INDS,INDS,Pacer Industrial Real Estate ETF,39.2716,0.4715086485891846,6001,9083.633333333333,111178500.0,0.49,,-0.5278622087132662,-1.7227227227227264,3.7558784676353976,6.455950121984274,5.4837496642492685,AMEX,fund,['etf'],etf
CBOE:ESGG,ESGG,FlexShares STOXX Global ESG Select Index Fund,236.2372,0.9458443738817952,443,1069.9666666666667,111122018.9406,0.42,,7.944802376056663,13.091675044281688,16.14437786504989,14.61210010338693,31.895036569705756,CBOE,fund,['etf'],etf
AMEX:TLCI,TLCI,Touchstone International Equity ETF,26.09,-0.04712228424315005,621,2771.633333333333,107208750.0,0.37,,2.8379976350019662,0.0,-0.09573042312846479,-0.8738601823708223,0.115118956254801,AMEX,fund,['etf'],etf
AMEX:IBUF,IBUF,Innovator International Developed 10 Buffer ETF - Quarterly,30.86,-0.17855294482972536,5403,22523.4,104185912.5,0.85,,1.6134343101745092,4.304327987426693,6.880011082826812,5.5403556771545865,12.055192447349311,AMEX,fund,['etf'],etf
AMEX:ARB,ARB,AltShares Merger Arbitrage ETF,29.575,0.0703791677663334,9127,15263.1,103173719.87692,0.76,,0.2882332994235363,1.1111111111111087,1.7487365266782897,2.0584226236692684,4.579207920792073,AMEX,fund,['etf'],etf
NASDAQ:HERD,HERD,Pacer Cash Cows Fund of Funds ETF,48.73,-0.44394685713001864,1051,5738.6,100540610.0,0.74,,2.762547448334026,4.750644883920881,9.29611329294633,12.126092959042786,25.94985784440424,NASDAQ,fund,['etf'],etf
NASDAQ:WCBR,WCBR,WisdomTree Cybersecurity Fund,35.3,-3.934860759975948,18799,32437.333333333332,99580390.0,0.45,,32.308845577211386,41.36964357228673,19.78282999660671,25.71225071225071,13.760876571060251,NASDAQ,fund,['etf'],etf
AMEX:BCIL,BCIL,Bancreek International Large Cap ETF,29.75,-0.8904864861263297,2400,3658.133333333333,93618300.0,0.8,,0.30343897505057266,9.505440303891401,6.363961387200576,5.985037406483789,-2.1059559065482083,AMEX,fund,['etf'],etf
AMEX:ISEP,ISEP,Innovator International Developed Power Buffer ETF September,34.28,-0.15640609663391708,6312,30402.333333333332,92598660.0,0.85,,1.5854200622314527,3.3775633293124385,6.55890581286913,4.799755426475085,12.651988169569508,AMEX,fund,['etf'],etf
AMEX:IMAR,IMAR,Innovator International Developed Power Buffer ETF March,30.2401,-0.4277247283503432,24299,280730.13333333336,86386065.0,0.85,,1.3068676716917933,2.5609632016279544,2.4046732136810043,0.9376084808673215,8.757777378169402,AMEX,fund,['etf'],etf
CBOE:WLDR,WLDR,Simplify Affinity World Leaders Equity ETF,46.155,-0.8421595376715919,4794,10502.166666666666,86062000.0,0.67,,11.00288600288601,20.273615635179155,22.981614708233412,28.208333333333336,44.627128044596105,CBOE,fund,['etf'],etf
NASDAQ:IFGL,IFGL,iShares International Developed Real Estate ETF,22.48,-1.127707112823487,6187,9710.1,84534425.4,0.48,,-4.2997020008514175,-7.679671457905548,-2.303346371142986,-3.103448275862064,2.042669087607804,NASDAQ,fund,['etf'],etf
AMEX:QUIZ,QUIZ,Zacks Quality International ETF,29.06,-0.6835269993164828,4997,23615.066666666666,81648009.0987805,0.55,,0.9378256339006585,4.532374100719418,11.043179212839117,8.513816280806564,15.94919940788502,AMEX,fund,['etf'],etf
NASDAQ:AGNG,AGNG,Global X Aging Population ETF,34.1999,0.47889202600705905,6587,12252.9,80252483.073253,0.5,,-2.2021732913926204,-7.542849418761833,-5.551228942281141,-5.237184815738442,9.055803571428571,NASDAQ,fund,['etf'],etf
AMEX:INEQ,INEQ,Columbia International Equity Income ETF,39.8275,-0.9500242480010891,6392,16042.166666666666,79733800.0,0.45,,0.5998989643849385,1.0337392186707226,1.476508357113746,6.633199464524763,14.51265094882116,AMEX,fund,['etf'],etf
AMEX:FEDM,FEDM,FlexShares ESG & Climate Developed Markets ex-US Core Index Fund,63.0466,0.5848755583918288,1307,1831.8333333333333,76758377.5,0.12,,2.199059815205058,3.541796682542285,7.551347662913683,5.942866745084859,12.928857252376016,AMEX,fund,['etf'],etf
AMEX:IMAY,IMAY,Innovator International Developed Power Buffer ETF - May,31.55,-0.28129839754732655,2557,80190.26666666666,72579260.0,0.85,,1.3166345536287738,4.2802842505371075,7.117999558626319,5.3774215096860365,13.163558106169303,AMEX,fund,['etf'],etf
AMEX:EASG,EASG,Xtrackers MSCI EAFE Selection Equity ETF,38.35,0.016430339273474082,436,2286.766666666667,68596238.109,0.14,,4.127070323106172,5.531095211887721,11.5798661623509,7.754987355998869,15.09603841536615,AMEX,fund,['etf'],etf
AMEX:IFLR,IFLR,Innovator International Developed Managed Floor ETF,52.79,-0.5677002301691065,2885,7433.433333333333,68436290.0,0.89,,3.1659175298026137,2.167602090187725,6.174577634754626,3.9173228346456734,7.756685037762803,AMEX,fund,['etf'],etf
AMEX:IFEB,IFEB,Innovator International Developed Power Buffer ETF February,31.08,-0.2887391722810504,7394,32246.466666666667,66662470.0,0.85,,1.4691478942213494,2.5742574257425663,3.7788455438205126,2.4390243902438975,10.251471261187428,AMEX,fund,['etf'],etf
NASDAQ:WIMA,WIMA,WisdomTree International Adaptive Moving Average Fund,42.22,-0.6143923165650591,1197,2266.9666666666667,66170800.9935,0.42,,3.2526290046466086,7.566878980891717,7.566878980891717,7.566878980891717,7.566878980891717,NASDAQ,fund,['etf'],etf
AMEX:AIVI,AIVI,WisdomTree International AI Enhanced Value Fund,56.94,-0.43017521771063233,1484,1238.1666666666667,63847300.0,0.58,,1.8604651162790682,3.6309036309036262,11.617075413075307,8.98129097085984,18.232124502953717,AMEX,fund,['etf'],etf
AMEX:TRND,TRND,Pacer Trendpilot Fund of Funds ETF,37.02,-0.526655202063623,2906,6053.933333333333,62954910.0,0.77,,4.8428207306712,8.2139725226542,7.273254129237917,9.656398104265419,19.419354838709687,AMEX,fund,['etf'],etf
CBOE:EFAD,EFAD,ProShares MSCI EAFE Dividend Growers ETF,42.871,-0.2909566216470708,6703,3657.4333333333334,61309534.0,0.5,,1.0393589441433007,1.7226242733420312,1.4938446969696975,2.7465548232474553,1.2039375840985933,CBOE,fund,['etf'],etf
AMEX:IJUN,IJUN,Innovator International Developed Power Buffer ETF June,30.99,-0.3376748673420178,34506,55563.066666666666,61179377.5,0.85,,1.9743336623889367,4.5370214201382995,7.454923717059635,5.623721881390588,12.896174863387975,AMEX,fund,['etf'],etf
AMEX:XIDV,XIDV,Franklin International Dividend Booster Index ETF,37.74,-1.1801302411319972,785,15278.9,57109500.0,0.19,,1.2070292492068873,5.267268406430967,13.290806754221395,9.830626855247075,22.294232015554122,AMEX,fund,['etf'],etf
AMEX:DEEF,DEEF,Xtrackers FTSE Developed ex US Multifactor ETF,39.59,0.07583417593529103,398,878.1333333333333,55605239.718,0.24,,1.48679825685723,1.2273075939657478,12.089467723669319,9.819694868238576,19.462884731442372,AMEX,fund,['etf'],etf
AMEX:INOV,INOV,Innovator International Developed Power Buffer ETF November,36.455,-0.2053107035313519,266,3501.9666666666667,53699587.5,0.85,,1.9121634843867867,3.3794341425788206,7.157554379776587,5.224419108096392,14.693186680425855,AMEX,fund,['etf'],etf
AMEX:QLVD,QLVD,FlexShares Developed Markets ex-US Quality Low Volatility Index Fund,32.8328,0.13052759987801074,74,645.4,52518752.8242,0.12,,-1.2306757435646043,-3.4329411764705915,4.164313678212702,3.342041484372535,5.031349968010228,AMEX,fund,['etf'],etf
NYSE:TBLU,TBLU,Tortoise Global Water ETF,49.87,0.6052047609441137,276,2082.733333333333,52104936.0,0.4,,-3.0520995334370147,-8.64627221102767,-5.458819514876919,-2.607167268821406,-2.5405511041626037,NYSE,fund,['etf'],etf
NASDAQ:FDIQ,FDIQ,Invesco Bloomberg Financial Data Providers ETF,67.7,-0.5362521119518033,515,4310.0,51495660.0,0.35000000000000003,,-5.168791147219495,-8.8092672413793,9.04493069928888,9.99187652315192,21.109123434704838,NASDAQ,fund,['etf'],etf
NASDAQ:CEFA,CEFA,Global X S&P Catholic Values Developed ex-U.S. ETF,39.9749,-0.3698599068371802,1716,6862.366666666667,50034219.10168,0.35000000000000003,,4.155549765502855,5.641913319238886,7.3439849624060045,6.713561131873991,17.400587371512486,NASDAQ,fund,['etf'],etf
NASDAQ:EFAS,EFAS,Global X MSCI SuperDividend EAFE ETF,21.415,-1.2906199585157923,8431,18138.2,47453067.6730812,0.55,,-2.39288969917959,3.254580520732887,13.426906779661017,9.803619955904216,20.308988764044933,NASDAQ,fund,['etf'],etf
AMEX:KNO,KNO,AXS Knowledge Leaders ETF,63.9724,0.8075966082518297,2446,607.2666666666667,44457832.8199984,0.78,,14.79832537473598,15.519311785705895,25.109566992808965,23.42283420055989,35.19103972950127,AMEX,fund,['etf'],etf
AMEX:IAUG,IAUG,Innovator International Developed Power Buffer ETF August,29.88,-0.06688963210702199,1444,7087.4,41848380.0,0.85,,1.8578489858530702,3.1055900621117964,5.882728145741126,4.366049598323437,10.793052815804689,AMEX,fund,['etf'],etf
NASDAQ:WRTH,WRTH,Worth Charting Options Income ETF,25.1,0.2196047115192642,19048,,41799265.0,1.02,,0.27966440271674103,0.35985605757696865,0.35985605757696865,0.35985605757696865,0.35985605757696865,NASDAQ,fund,['etf'],etf
AMEX:IDEC,IDEC,Innovator International Developed Power Buffer ETF December,34.184,0.3369612435865689,1827,2177.3333333333335,41696672.5,0.85,,1.7078250520678313,2.80902255639097,6.791627616369883,5.019969278033796,15.132143975804192,AMEX,fund,['etf'],etf
AMEX:DWMF,DWMF,WisdomTree International Multifactor Fund,33.1,-0.5558059185819294,4626,2222.4,37217400.0,0.38,,-1.341281669150509,-3.1597425394967766,2.413366336633667,0.48573163327262814,4.912836767036452,AMEX,fund,['etf'],etf
AMEX:CRDT,CRDT,Simplify Opportunistic Income ETF,23.43,-1.2309248798583659,984,7669.7,36922573.821,0.99,,1.340830449826984,1.8252933507170714,0.8262328943971089,0.6443298969072103,-3.4610630407910996,AMEX,fund,['etf'],etf
AMEX:ISWN,ISWN,Amplify BlackSwan ISWN ETF,22.4008,0.4439103570115426,490,2989.3,36762330.0,0.49,,1.086642599277979,0.11530726256983359,3.89981447124305,3.923915564834148,10.8950495049505,AMEX,fund,['etf'],etf
AMEX:AZTD,AZTD,Aztlan Global Stock Selection DM SMID ETF,32.3276,-0.01391805666814148,8,190.8,36355837.5,0.75,,1.2293721622044718,6.008814501954393,14.596242467210194,12.771353321821632,24.326881290357314,AMEX,fund,['etf'],etf
AMEX:OEFA,OEFA,ALPS O'Shares International Developed Quality Dividend ETF,33.84,-0.7161697096299917,2083,5516.833333333333,34757750.0,0.48,,2.63876251137399,1.060176198297757,2.5081788440567157,0.50490050490051,3.740036787247106,AMEX,fund,['etf'],etf
NASDAQ:WISE,WISE,Themes Generative Artificial Intelligence ETF,43.02,-3.672189879086416,3078,11632.066666666668,34642300.0,0.35000000000000003,,9.284897751809986,21.766204358901796,-0.02323960027887058,8.47201210287445,31.599877638421553,NASDAQ,fund,['etf'],etf
CBOE:VDG,VDG,Vanguard Developed Markets ex-US Growth Index ETF,79.72,-0.7950581702835736,12546,8906.166666666666,32092000.0,0.08,,5.827691490773929,5.680387088221643,5.680387088221643,5.680387088221643,5.680387088221643,CBOE,fund,['etf'],etf
AMEX:EFO,EFO,ProShares Ultra MSCI EAFE,71.98,-1.391046559098244,3114,8169.766666666666,29300697.0,0.9500000000000001,,4.032374620609924,6.8110995696690955,14.855592787617683,10.653343581860119,33.049907578558226,AMEX,fund,['etf'],etf
NASDAQ:AAVM,AAVM,Alpha Architect Global Factor Equity ETF,34.6,-0.4310816177359266,716,2952.733333333333,25895400.0,0.38,,2.884329467737136,7.170512621960679,16.563859139650923,16.22438696674505,32.16195569136747,NASDAQ,fund,['etf'],etf
CBOE:VDV,VDV,Vanguard Developed Markets ex-US Value Index ETF,78.21,-0.6902541598098525,8488,7292.133333333333,23463000.0,0.08,,4.405286343612331,3.8507502323728473,3.8507502323728473,3.8507502323728473,3.8507502323728473,CBOE,fund,['etf'],etf
CBOE:FFDI,FFDI,Fidelity Fundamental Developed International ETF,32.21,0.10846897134740956,1071,2401.3333333333335,22316117.6,0.55,,2.9402364972834825,4.782042940793762,7.152361942781113,5.7452396585686145,10.725335166723964,CBOE,fund,['etf'],etf
AMEX:TACN,TACN,T. Rowe Price Active Core International Equity ETF,28.03,-0.22922717694629224,1070,2299.7,20951015.25,0.0,,3.546361285555969,3.3554572271386434,11.362733412793004,8.39133797370457,11.362733412793004,AMEX,fund,['etf'],etf
NASDAQ:AVGB,AVGB,Avantis Credit ETF,51.2,-0.11782974771947592,128,5878.766666666666,20481760.0,0.19,,0.6487124041674964,-0.21438316117715733,-1.1201235998454968,0.7279165846940873,1.0858835143139276,NASDAQ,fund,['etf'],etf
AMEX:IVEP,IVEP,Dan IVES Wedbush AI Power & Infrastructure ETF,28.38,-0.5257623554153598,19276,41509.76666666667,19789227.485,0.75,,-1.8332756831546217,8.3206106870229,8.3206106870229,8.3206106870229,8.3206106870229,AMEX,fund,['etf'],etf
NASDAQ:TNXT,TNXT,T. Rowe Price Innovation Leaders ETF,27.5595,-0.6768226097674344,642,3237.4333333333334,18026310.25,0.49,,7.540455221230656,17.000636807471878,10.725190839694653,10.725190839694653,10.725190839694653,NASDAQ,fund,['etf'],etf
AMEX:RW,RW,Rainwater Equity ETF,25.05,-0.2977138126472639,1889,2095.2,18020232.0,1.27,,4.24469413233458,0.9669449135634368,-0.43720190779014084,1.6227180527383454,0.3605769230769225,AMEX,fund,['etf'],etf
AMEX:HDMV,HDMV,First Trust Horizon Managed Volatility Developed International ETF,37.0734,0.18213262714154255,21,883.5666666666667,16704974.244,0.8,,-2.6178092986603647,-1.4267482052645573,5.592138991740245,4.3733108108108,4.786319954776701,AMEX,fund,['etf'],etf
CBOE:MRGR,MRGR,ProShares Merger ETF,45.25,-0.2888867832644064,3175,1606.5333333333333,15879395.0,0.75,,0.8464415135212302,0.734639358860192,-0.7675438596491259,1.004464285714292,7.8408007626310745,CBOE,fund,['etf'],etf
CBOE:FOWF,FOWF,Pacer Solactive Whitney Future of Warfare ETF,34.5,-0.44582954594641033,440,2722.9,15688440.0,0.49,,4.704097116843694,0.3782368344486545,13.263296126066969,10.576923076923078,23.523093447905477,CBOE,fund,['etf'],etf
AMEX:IBFR,IBFR,Innovator International Developed Managed 10 Buffer ETF,50.13,-0.490303114516545,1475,6487.933333333333,14951760.0,0.85,,2.6412776412776395,2.097759674134422,-1.0069135207612865,-1.0069135207612865,-1.0069135207612865,AMEX,fund,['etf'],etf
NASDAQ:FDTS,FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,68.6981,-0.6853909518563918,1340,2146.4333333333334,13848338.482,0.8,,-2.7490090600226558,1.429351838181002,19.335696951904804,16.595553292600126,43.50971380823063,NASDAQ,fund,['etf'],etf
NASDAQ:ERET,ERET,iShares Environmentally Aware Real Estate ETF,28.33,0.028952962029244796,3711,4434.366666666667,13525746.24,0.3,,-2.3776705720193014,-1.3235806339254703,4.066032156514136,5.748413587159384,6.825037707390645,NASDAQ,fund,['etf'],etf
AMEX:EFZ,EFZ,ProShares Short MSCI EAFE,23.52,0.9004680374601615,3019,32516.9,13194562.5,0.9500000000000001,,-2.4875621890547324,-4.2345276872964135,-9.885057471264373,-6.740681998413955,-17.414570429359966,AMEX,fund,['etf'],etf
CBOE:JANI,JANI,AllianzIM International Equity Buffer15 Uncapped Jan ETF,25.6957,0.36794719059429004,4147,3604.766666666667,12132592.5,0.79,,1.3237381703470001,2.5162577299022435,2.3733067729083555,2.3733067729083555,2.3733067729083555,CBOE,fund,['etf'],etf
AMEX:JIDE,JIDE,JPMorgan International Dynamic ETF,49.797,0.45165624098553536,734,1078.9666666666667,11923200.0,0.55,,1.5229357798165135,-0.08627608346710747,0.9702241552358584,0.9702241552358584,0.9702241552358584,AMEX,fund,['etf'],etf
NASDAQ:ENHI,ENHI,iShares Enhanced International Active ETF,26.715,0.4512126339537545,391,460.93333333333334,11714032.0,0.27,,2.3367171040030623,8.641724278161854,8.641724278161854,8.641724278161854,8.641724278161854,NASDAQ,fund,['etf'],etf
AMEX:PQNT,PQNT,Pictet AI Enhanced International Equity ETF,22.5171,0.3306168097705626,33,1232.2333333333333,11174150.0,0.3,,1.2459532374100757,2.723996350364952,9.784887519380591,6.112629594721962,11.085841144548594,AMEX,fund,['etf'],etf
AMEX:JHID,JHID,John Hancock International High Dividend ETF,43.2223,0.7207606086733632,44,374.53333333333336,11136294.0,0.46,,1.9393867924528267,4.959446333171436,15.413351134846446,12.499479437792804,28.80340199303865,AMEX,fund,['etf'],etf
AMEX:RITA,RITA,ETFB Green SRI REITs ETF,20.19,-0.030203851238605445,857,1841.6,9093960.0,0.5,,-2.5579150579150465,-0.5908419497784217,3.27365728900256,4.395036194415726,4.937629937629953,AMEX,fund,['etf'],etf
AMEX:TINY,TINY,ProShares Nanotechnology ETF,83.54,0.8172545460689398,230,1884.0666666666666,8229070.0,0.58,,12.345346960731586,29.36895083236547,55.78758137635364,52.361845704906095,109.72033940854547,AMEX,fund,['etf'],etf
AMEX:EPIN,EPIN,Harbor International Equity ETF,28.6606,0.856168601520897,2,392.6666666666667,7790750.0,0.8,,12.438603373872109,17.348935856596533,30.31869665843666,19.652988548455106,42.65250457911921,AMEX,fund,['etf'],etf
NASDAQ:IVSI,IVSI,Applied Finance IVS International Large ETF,28.33,0.2995177975882736,691,1358.4,7748042.5,0.65,,2.7193618564176942,3.2058287795992677,10.880626223091967,9.514163780306772,10.880626223091967,NASDAQ,fund,['etf'],etf
CBOE:QBIV,QBIV,AllianzIM International Equity Buffer5 ETF,26.635,0.5067790662133573,1090,,5961915.0,0.74,,1.796292757500487,4.986204178163187,4.986204178163187,4.986204178163187,4.986204178163187,CBOE,fund,['etf'],etf
CBOE:ARLI,ARLI,AllianzIM International Equity Buffer15 Uncapped Apr ETF,26.04,-0.5366589637325468,6800,993.0666666666667,5836545.0,0.79,,1.599687865782287,3.724357697669782,3.724357697669782,3.724357697669782,3.724357697669782,CBOE,fund,['etf'],etf
CBOE:QBIF,QBIF,AllianzIM International Equity Buffer15 ETF,25.82,0.07907099334872882,5,,5809117.5,0.74,,1.3343799058084767,2.3790642347343436,2.3790642347343436,2.3790642347343436,2.3790642347343436,CBOE,fund,['etf'],etf
AMEX:REFA,REFA,Columbia Research Enhanced International Equity ETF,22.274,0.3975515870511791,1,248.96666666666667,5519128.605,0.32,,2.192125232838761,1.0708775750975617,-11.329617834394904,7.290803645401823,-11.329617834394904,AMEX,fund,['etf'],etf
