Stage,Sector,Ticker,As_Of_Date,Transition,Standard_MACD_Line,Standard_MACD_Signal,Fibonacci_MACD_Line,Fibonacci_MACD_Signal,D1_Return_Pct,D3_Return_Pct
FOUNDATION,Technology,SNOW,2026-05-07,NEITHER,-2.9305641857559124,-4.46223916119876,-1.2831713465054975,-2.655055099424982,1.6333312988281223,1.319997151692709
FOUNDATION,Technology,NET,2023-03-15,NEITHER,-0.36113032309159365,0.8007490388460315,-1.4214118105884594,-0.8838230096787993,-0.23356282513764537,-3.485444901234913
FOUNDATION,Technology,NET,2023-06-15,BOTH,3.4528571548143034,3.171552574774769,3.5797537488824958,3.5409370018230737,-4.7598997058584285,-9.885931906178547
FOUNDATION,Technology,NET,2023-10-27,NEITHER,-1.3456379330627328,-0.5498681305116448,-1.9518223596168909,-1.2136098463223837,-0.9571023012320934,-2.6054545439793686
FOUNDATION,Technology,NET,2024-01-31,NEITHER,0.7068269263665883,0.848927477420667,0.47501038863256895,0.6914779700789806,-0.412915213482723,1.126128061184839
FOUNDATION,Technology,NET,2024-04-19,NEITHER,-2.1332572821594056,-0.9024700018435596,-3.148504952966988,-2.1077451597785295,-0.16503523119951735,3.3596586261981587
FOUNDATION,Technology,NET,2024-08-05,NEITHER,-0.735672315519821,-0.3931996815264781,-1.014880693549017,-1.108761703021009,-3.0888526270933747,-2.351593386526063
FOUNDATION,Technology,NET,2024-11-06,FIBONACCI_ONLY,1.2035803161218865,1.479492738347357,0.8837515256554411,0.7957527597701848,0.811470415653659,-1.7493898655203677
FOUNDATION,Technology,NET,2025-03-10,NEITHER,-3.1990340955895533,1.7788824952361775,-7.573273593091415,-4.187409910622696,2.9892358688672127,-2.4745912071758913
FOUNDATION,Technology,NET,2025-04-09,NEITHER,-7.457305565160993,-6.858368774370747,-7.65196992396946,-7.75271711335918,-2.5764160051154783,-1.0804304728540548
FOUNDATION,Technology,NET,2025-08-01,BOTH,5.706635597122357,5.3548776148856865,5.514218047052822,5.095339264136301,2.067749707235933,5.357574943871346
FOUNDATION,Technology,NET,2026-02-05,NEITHER,-6.610226804752159,-5.210519796158025,-7.429930796751421,-5.647156797015279,4.740891230675759,8.83473486226951
FOUNDATION,Technology,NET,2026-05-07,BOTH,11.005639388856707,5.481616166311728,15.205777733257918,10.320421399543633,-9.709048991516411,-14.008842539160272
FOUNDATION,Technology,SNPS,2023-03-15,FIBONACCI_ONLY,2.6141220711297137,3.224772812632882,1.787535542993794,1.6427358963928722,2.1299802110762878,2.564168164350211
FOUNDATION,Technology,SNPS,2023-06-15,NEITHER,15.279556311599265,16.56337491852841,13.441323806445268,15.330019415090575,-1.6824860625916926,-4.991753439399272
FOUNDATION,Technology,SNPS,2023-10-27,NEITHER,0.10655804786654244,4.483903308802886,-3.7379399776846185,-0.013885772343818159,0.14556965340499772,3.2828592412728064
FOUNDATION,Technology,SNPS,2024-01-31,BOTH,4.830876264727749,1.310620777446844,7.571283602634253,6.572813032303463,1.1235955056179803,4.7078679116924205
FOUNDATION,Technology,SNPS,2024-04-19,NEITHER,-12.22826982070194,-5.321123612830471,-17.822858107883803,-12.614776833650833,0.4697070757501809,2.8143763078728012
FOUNDATION,Technology,SNPS,2024-08-05,NEITHER,-21.060026331726817,-12.832591032261117,-27.46171629088144,-21.734151804612107,-0.12199707031249618,3.006005859375005
FOUNDATION,Technology,SNPS,2024-11-06,BOTH,5.707338577833184,2.171720121888541,8.591093420746915,4.910759656728457,2.42679050990513,-0.6678553989955316
FOUNDATION,Technology,SNPS,2025-03-10,NEITHER,-20.361977820382208,-16.49781269360293,-22.854283952434287,-22.182798795222237,-0.08120226074909143,-0.5684087450919528
FOUNDATION,Technology,SNPS,2025-04-09,NEITHER,-16.8681524749868,-14.477391617872332,-17.816754562965286,-17.157610165731906,-2.0297583856104584,1.6035836330201558
FOUNDATION,Technology,SNPS,2025-08-01,STANDARD_ONLY,29.934800180133834,28.588289561905228,29.534660361954252,30.596221658672334,2.1850257052330013,0.5558982789207301
FOUNDATION,Technology,SNPS,2026-02-05,NEITHER,-14.060110692438855,-0.868461444012061,-25.094278635543958,-15.10447280146307,0.44471980325824223,2.931838927732122
FOUNDATION,Technology,SNPS,2026-05-07,BOTH,21.039831380651606,18.1614091305362,22.803123405167867,22.784105377413933,2.4010122467235107,1.752686904663081
FOUNDATION,Technology,NTES,2023-03-15,NEITHER,-0.4093339838047001,-0.5159779329375183,-0.3669003402727071,-0.6029781146294189,3.185711719742068,3.6201277912033536
FOUNDATION,Technology,NTES,2023-06-15,BOTH,2.2797739144172624,1.0287323299334017,3.2540008703337406,2.3327068793246646,0.3158727944993833,-3.219885930678079
FOUNDATION,Technology,NTES,2023-10-27,BOTH,0.9515157364989335,0.7684336059038027,1.0790537721511129,0.8563568272753668,0.09280600846506282,0.5568431314348921
FOUNDATION,Technology,NTES,2024-01-31,NEITHER,0.2811044821359303,-1.0013927111156802,1.4451112750071502,1.1094490422117715,0.608236718299926,0.37889844446012955
FOUNDATION,Technology,NTES,2024-04-19,NEITHER,-3.372537530237878,-2.919695235067317,-3.6366449597056345,-3.7148054023400032,1.3458603608959008,0.4272526006724231
FOUNDATION,Technology,NTES,2024-08-05,NEITHER,-0.8677871663109329,-0.4295126917697026,-1.1899007929257692,-0.6967896698386042,0.3822120049243871,3.787357437060579
FOUNDATION,Technology,NTES,2024-11-06,NEITHER,-1.9359147447929104,-1.810572143543272,-1.9833077160980253,-2.19951031299119,-0.4782334458049209,-4.831394597135241
FOUNDATION,Technology,NTES,2025-03-10,FIBONACCI_ONLY,0.33493153016614485,0.4659613408431897,0.136256024681785,-0.12430519160252139,0.14385876158833355,-0.7001014203903311
FOUNDATION,Technology,NTES,2025-04-09,NEITHER,-1.514167878286159,-0.3991832114960154,-2.428836691508778,-1.2282672828926304,-0.29604437923043125,5.011628010154268
FOUNDATION,Technology,NTES,2025-08-01,NEITHER,0.3124203076904166,1.4725447115598758,-0.7986507001579639,0.27742780964041636,-0.9277575822837503,0.09886302875474762
FOUNDATION,Technology,NTES,2026-02-05,NEITHER,-4.010615197606086,-2.5882998694728587,-5.057031483702104,-3.9678571427391116,0.6386104332689158,1.1298487475962071
FOUNDATION,Technology,NTES,2026-05-07,NEITHER,0.519653030196082,-0.02229283888592208,1.015070447705014,0.6516112191074372,-1.2523373877194155,-0.31521138681632754
FOUNDATION,Technology,ADBE,2023-03-15,NEITHER,-6.63232987278036,-6.112527854252754,-6.959575758985693,-7.263964443957447,2.5306907262239386,5.313868638997699
FOUNDATION,Technology,ADBE,2023-06-15,BOTH,29.431138055697375,22.621729363180584,34.04299591330158,30.546965413101375,-4.447829855794816,-7.863298345951087
FOUNDATION,Technology,ADBE,2023-10-27,NEITHER,-1.478305290708704,2.6257453777041886,-4.950679436032146,0.36349485585427077,2.0983932489635038,5.500768335086348
FOUNDATION,Technology,ADBE,2024-01-31,BOTH,7.710835903625707,4.515282875899723,10.031592987323165,8.585304906462024,1.4394140782764575,1.8578352180937063
FOUNDATION,Technology,ADBE,2024-04-19,NEITHER,-17.757621687563017,-18.132355067490995,-16.295573989778177,-16.608112250136024,-0.7081762927184876,1.4673969372999585
FOUNDATION,Technology,ADBE,2024-08-05,NEITHER,-1.0388342633868888,4.66556436096358,-6.2953350146675575,-2.442389062869779,0.09928356853377007,3.221785067708516
FOUNDATION,Technology,ADBE,2024-11-06,NEITHER,-7.105764604314231,-9.596370449194437,-4.424139092645419,-7.398969123367721,-1.9073336788717254,-1.210197123616985
FOUNDATION,Technology,ADBE,2025-03-10,NEITHER,-0.9169079561306148,-0.20004366520992803,-1.3305794906536335,-0.6807727412847436,0.18018822086920405,-12.71484197100351
FOUNDATION,Technology,ADBE,2025-04-09,NEITHER,-19.4739862835292,-16.843475976621303,-20.743977836980548,-19.82793991789298,-3.0251858577737267,-2.786934516600703
FOUNDATION,Technology,ADBE,2025-08-01,NEITHER,-6.831423787098913,-6.03558502492843,-7.154204138257626,-5.51440036352259,-3.5055238154168,-1.5776308483731905
FOUNDATION,Technology,ADBE,2026-02-05,NEITHER,-14.393833937173042,-12.335793557523552,-15.53910559447263,-14.106850603429256,-1.2146598505348605,-2.5802338917214507
FOUNDATION,Technology,ADBE,2026-05-07,NEITHER,1.4205224131548562,-0.4211961456967503,3.1488840252370665,2.108866453100325,0.05535760894708197,-4.7726343838387475
FOUNDATION,Technology,DASH,2023-03-15,NEITHER,-0.4786673053466899,-0.451157784283943,-0.5216558697023999,-0.8455957047297606,4.096673608840273,1.6798072328987779
FOUNDATION,Technology,DASH,2023-06-15,BOTH,2.119863226906361,1.8869879774105844,2.1972985025370235,2.173490098421003,1.2297904599574805,0.7461667749526946
FOUNDATION,Technology,DASH,2023-10-27,NEITHER,-1.812912512331593,-1.3404143831403559,-2.1262590284212735,-1.7210114974597843,2.234322665108035,5.990784637568081
FOUNDATION,Technology,DASH,2024-01-31,NEITHER,2.2752610189855176,2.383142901482715,2.0161607754418185,2.4480943410945986,2.2976486568148546,3.079419749956047
FOUNDATION,Technology,DASH,2024-04-19,NEITHER,0.19512684808813674,1.940054441008575,-1.445187063949163,-0.10169817333239384,-0.9263661907253473,-1.3233726364527687
FOUNDATION,Technology,DASH,2024-08-05,BOTH,1.1516081787058852,-0.8138363369802508,2.8465379441076806,0.878891465876199,0.12246022409581059,1.8532160274715714
FOUNDATION,Technology,DASH,2024-11-06,BOTH,5.392195572325335,4.714051642238459,5.623714647943473,4.632573976464373,0.8632362164772145,3.4411351607671614
FOUNDATION,Technology,DASH,2025-03-10,NEITHER,-1.5214275574112435,1.9545231950144277,-4.564110898623142,-1.898711889597382,4.208495418122493,1.1230195422588185
FOUNDATION,Technology,DASH,2025-04-09,NEITHER,-4.293525288922837,-3.0445977233022483,-5.214721048261254,-5.359263893179487,-3.015158815081753,-1.206063526032719
FOUNDATION,Technology,DASH,2025-08-01,FIBONACCI_ONLY,5.110652782245893,5.213593302601877,4.585888109517953,4.379813228815699,2.604679588489023,2.62853832245431
FOUNDATION,Technology,DASH,2026-02-05,NEITHER,-6.715455281737263,-4.988426370937413,-7.894865153584703,-6.0998740789837385,-2.061079055450543,-0.35961471618535246
FOUNDATION,Technology,DASH,2026-05-07,NEITHER,1.020108127249074,1.9167474215363685,0.34498472290061954,1.198502817427555,-3.4285757432805597,-8.577318149392488
FOUNDATION,Technology,EMR,2023-03-15,NEITHER,-1.5531637377924454,-1.5400196402203201,-1.4576898155278002,-1.2281052339957634,2.246624264425745,2.6834670778591585
FOUNDATION,Technology,EMR,2023-06-15,BOTH,0.9790911544846352,0.16733492261935937,1.6490130406130845,1.0730989778196496,-1.2874075102878302,-1.2422428747660974
FOUNDATION,Technology,EMR,2023-10-27,NEITHER,-2.0338023850475935,-1.3207803005530476,-2.571282751324702,-2.099166074662074,0.0,1.3114795954014102
FOUNDATION,Technology,EMR,2024-01-31,NEITHER,0.09588998258981007,0.4241258937414275,-0.2178474244016968,0.1141654076932867,1.1871340714946665,0.7986162686416165
FOUNDATION,Technology,EMR,2024-04-19,NEITHER,0.17333001588802688,1.0605030003967177,-0.6662373677267084,0.0034520588121724483,-0.18377705988391613,0.7259036131909147
FOUNDATION,Technology,EMR,2024-08-05,NEITHER,0.04451487073188787,1.1899659503123383,-0.9415223163223203,0.3896518196969191,0.8987072525887374,-2.0689001037132004
FOUNDATION,Technology,EMR,2024-11-06,BOTH,2.1661157860243776,0.9163709279787784,3.1272704413652406,1.2994308683427531,0.7844734683869037,2.377179138308816
FOUNDATION,Technology,EMR,2025-03-10,NEITHER,-2.834726493840151,-2.110475262114769,-3.3441985564927705,-2.9662700760316247,-1.2574655018747438,-2.6130387736957195
FOUNDATION,Technology,EMR,2025-04-09,NEITHER,-4.795972026088265,-3.830241231496234,-5.355535362021442,-4.932478192618554,-1.7728705249726806,-0.48261387733754546
FOUNDATION,Technology,EMR,2025-08-01,NEITHER,3.758745242978989,4.536236687252453,2.8154382372044324,3.8043268373549877,0.09122718717957667,-6.007447882226014
FOUNDATION,Technology,EMR,2026-02-05,BOTH,3.358079993954874,3.281703687843124,3.232523297263924,3.132725315768409,3.0041310284528056,5.824994794394822
FOUNDATION,Technology,EMR,2026-05-07,FIBONACCI_ONLY,0.6312776995995648,0.6373563648518236,0.6448238225070497,0.35300502111547477,-0.8837831948479979,-3.7104638234968013
FOUNDATION,Technology,COHR,2023-03-15,NEITHER,-1.4378765495414427,-0.5242991123265135,-2.1983457773517543,-1.5380527064863818,2.6556261936587333,-0.19988490550890692
FOUNDATION,Technology,COHR,2023-06-15,BOTH,3.5675262388598696,2.118473686605171,4.691774619064617,3.48585033583412,-2.3665512686820933,-16.601426520277318
FOUNDATION,Technology,COHR,2023-10-27,NEITHER,-0.9501893501730088,-0.7301395356414957,-1.0395980470684307,-0.7146589103222727,-1.0508456472623107,-0.5084732831534655
FOUNDATION,Technology,COHR,2024-01-31,STANDARD_ONLY,1.83077025937515,1.6555819006346173,1.857172174788687,1.8759144180195821,1.6458352406819587,2.9583295186360603
FOUNDATION,Technology,COHR,2024-04-19,NEITHER,-2.3350576744546387,-1.419198044447724,-3.0765848446962707,-2.5650040564148906,2.4462998649530165,3.6197289956450884
FOUNDATION,Technology,COHR,2024-08-05,NEITHER,-2.6170072603321017,-0.6025855599604226,-4.320037604815099,-2.8106395481763213,2.150912164579699,9.273621664897425
FOUNDATION,Technology,COHR,2024-11-06,NEITHER,1.092466030368925,2.00476381631411,0.14089114539663683,0.16440985591522816,6.262132959458455,1.6213574455779867
FOUNDATION,Technology,COHR,2025-03-10,NEITHER,-7.039575772798443,-5.701529297887128,-7.8365403038053785,-7.157107874287506,4.907692090056237,-1.530688689214732
FOUNDATION,Technology,COHR,2025-04-09,NEITHER,-5.1018989263291274,-4.56886094976251,-5.196084489613732,-5.143261591070205,-7.306474914300076,-6.136100818217782
FOUNDATION,Technology,COHR,2025-08-01,STANDARD_ONLY,5.144805529249368,4.920765338723319,5.0299415708464466,5.14508615133133,2.7927596573120272,3.187601410556362
FOUNDATION,Technology,COHR,2026-02-05,STANDARD_ONLY,9.229659023480366,8.8606131713135,8.922196398964047,9.923680586867544,5.149399140693323,5.468062810991281
FOUNDATION,Technology,COHR,2026-05-07,NEITHER,13.871503962995746,16.291193448409064,10.917140353226102,12.704032126390178,2.862583161876975,14.751639361300306
FOUNDATION,Technology,NOK,2023-03-15,NEITHER,-0.0203272571717239,-0.007871615622164057,-0.029977118991238783,-0.00802114317423043,2.9279304676923967,2.9279304676923967
FOUNDATION,Technology,NOK,2023-06-15,NEITHER,-0.012133094949493994,-0.04852259652703604,0.02307275679213827,-0.005736396022270244,-0.2330944553285863,-3.9627057763542584
FOUNDATION,Technology,NOK,2023-10-27,NEITHER,-0.15649025735053845,-0.14361670853827121,-0.15984390248394842,-0.1665289898470935,0.0,-1.5197554071740171
FOUNDATION,Technology,NOK,2024-01-31,NEITHER,0.08109528505756725,0.05950446014701244,0.09649435139746254,0.08927258176370334,-0.8287285176291403,-1.6574570352582918
FOUNDATION,Technology,NOK,2024-04-19,NEITHER,-0.04303941470657646,-0.043807790356712534,-0.040845694222845896,-0.05750536870839383,0.8196713302251579,-0.2732237767417156
FOUNDATION,Technology,NOK,2024-08-05,NEITHER,0.007866683736780011,0.007579935053555001,0.0071756878952475844,0.013394651190889019,-0.2688169458695655,1.8817186210869252
FOUNDATION,Technology,NOK,2024-11-06,NEITHER,0.08608517615534783,0.11096447487081028,0.05925300000733014,0.09388065054663419,0.21785951442812035,-0.6535993205018742
FOUNDATION,Technology,NOK,2025-03-10,BOTH,0.11260684891162143,0.09803048071183902,0.1184447949362104,0.10095432576946467,-0.9615329948400753,0.0
FOUNDATION,Technology,NOK,2025-04-09,NEITHER,-0.06014621386727459,0.016313225462295876,-0.12615610905954888,-0.07974780488077851,-1.4314866408069449,1.8404939682048038
FOUNDATION,Technology,NOK,2025-08-01,NEITHER,-0.2749579127365376,-0.21948939956898333,-0.31054654248220803,-0.2888841590861812,0.24510365364791564,0.9803912402207571
FOUNDATION,Technology,NOK,2026-02-05,BOTH,0.0760900007679508,0.063443942870216,0.08199737345502278,0.06276590241808824,1.5804616797630233,1.724136277318622
FOUNDATION,Technology,NOK,2026-05-07,STANDARD_ONLY,1.0977014026053524,0.9706282522718543,1.149056794435312,1.1759993631704537,3.805662338761473,6.639673437213522
FOUNDATION,Technology,INTU,2023-03-15,NEITHER,-2.0332486064681916,-1.2260165373346572,-2.756441777999214,-2.8743129989080654,3.1475810422002093,1.5910558860327884
FOUNDATION,Technology,INTU,2023-06-15,BOTH,4.269585985489698,1.321345760614565,6.58611610134875,3.88828636053126,-1.3527847861331543,-2.3283522644384935
FOUNDATION,Technology,INTU,2023-10-27,NEITHER,-9.27755072909224,-3.0575554286026723,-14.332247018230646,-9.280715589193152,0.7876940890576334,1.1329593249122194
FOUNDATION,Technology,INTU,2024-01-31,STANDARD_ONLY,12.58338843941442,11.240261599067512,12.797433314281193,12.89574368807822,0.2121810518860734,1.4377938582892602
FOUNDATION,Technology,INTU,2024-04-19,NEITHER,-9.145593018965087,-6.473491581194397,-11.117922771900567,-9.407588751281503,0.21529722763817816,4.442357309537992
FOUNDATION,Technology,INTU,2024-08-05,NEITHER,-2.3932171906669737,1.531603871227805,-5.792822467063274,-2.3765412085528537,0.3540185087186565,2.620751332733784
FOUNDATION,Technology,INTU,2024-11-06,BOTH,1.5295387442242827,-2.027139530339769,4.61839139830056,1.1492086703153375,3.43849303640682,6.998187319326599
FOUNDATION,Technology,INTU,2025-03-10,NEITHER,0.20653650229644427,-1.924988267508654,2.295784313621425,3.3179449983545597,1.1952796449690606,0.26561418978354734
FOUNDATION,Technology,INTU,2025-04-09,NEITHER,-6.095282215737825,-1.4306625492244978,-9.724209502975896,-6.617779356460066,-0.9621400532157764,1.7956318852051734
FOUNDATION,Technology,INTU,2025-08-01,STANDARD_ONLY,10.126323168294107,9.252578911415931,9.877217569898562,10.543846778724916,0.08799031444959304,-0.6006302145741715
FOUNDATION,Technology,INTU,2026-02-05,NEITHER,-48.41716789958497,-38.29706534255692,-54.90945674694848,-48.46185618992688,1.5213199969728253,-3.598549744797863
FOUNDATION,Technology,INTU,2026-05-07,NEITHER,-4.009082319918377,-6.73302562388654,-1.1339409038205304,-2.574863893640721,0.19466779517562927,-1.9719922490877506
FOUNDATION,Technology,NXPI,2023-03-15,NEITHER,-1.1392268621836195,-0.21831476237660463,-2.0035575341996434,-1.6322577855144889,3.6855206864524703,4.297846695843255
FOUNDATION,Technology,NXPI,2023-06-15,BOTH,6.011371131581797,4.35022337444511,7.215006457906753,6.247396636567029,-0.1765846872429533,-2.4823401840062154
FOUNDATION,Technology,NXPI,2023-10-27,NEITHER,-5.449396264682832,-3.621227627089856,-6.739705448233394,-5.665921148740058,-1.2877037698946214,0.06961158945784085
FOUNDATION,Technology,NXPI,2024-01-31,NEITHER,0.07058830778021274,0.45664656713373425,-0.40682374839246904,0.19504049436863952,0.6235495536899949,4.407388976074622
FOUNDATION,Technology,NXPI,2024-04-19,NEITHER,-5.056517977755618,-1.9253053796180655,-7.641773254341331,-5.039808268881889,-0.004570588978669576,7.486164199141743
FOUNDATION,Technology,NXPI,2024-08-05,NEITHER,-8.032572509294369,-4.4799654752991795,-10.818153604436617,-8.512186987438026,-0.2023313839208063,3.3721125504823535
FOUNDATION,Technology,NXPI,2024-11-06,NEITHER,-0.6949563036347399,0.4017397662906478,-1.5327535902457896,0.1597475318698618,-0.6897709570738209,-4.508748935218765
FOUNDATION,Technology,NXPI,2025-03-10,NEITHER,-0.7461596495966205,1.214154769000085,-2.377003237504425,-1.0288118089148013,-1.578193665917016,-3.864180581159171
FOUNDATION,Technology,NXPI,2025-04-09,NEITHER,-11.764735298042467,-9.154256086586601,-13.474884529762562,-13.045298430149712,-5.978877510353309,-3.1626119803850217
FOUNDATION,Technology,NXPI,2025-08-01,NEITHER,0.02781073957493163,2.332879945613605,-2.0966017915062025,-0.01822671374041862,0.640906811349895,-2.2407905594283295
FOUNDATION,Technology,NXPI,2026-02-05,NEITHER,-0.5672990391891517,1.4215270552823984,-2.3639305388343246,-1.0318415716600764,-0.2002032921157415,5.2720517059573035
FOUNDATION,Technology,NXPI,2026-05-07,BOTH,23.85643731596133,18.112217151083048,27.877957289605177,26.55820407059899,-0.22003856124389598,-0.3960673440522311
FOUNDATION,Technology,MSI,2023-03-15,NEITHER,0.12991557298050793,0.8643110034839845,-0.5325118335516095,0.1465898455048813,2.78213198178221,2.6022685149824865
FOUNDATION,Technology,MSI,2023-06-15,NEITHER,-2.0717541749235124,-1.816922520068751,-2.2789679636640585,-2.624326834644981,-0.9717314487632467,-0.6501753844136537
FOUNDATION,Technology,MSI,2023-10-27,NEITHER,-0.7954286630932756,0.5043301636395223,-1.8388986201605917,-0.27153686732104054,0.939158553458963,2.5031998013151258
FOUNDATION,Technology,MSI,2024-01-31,STANDARD_ONLY,3.1805403912290444,2.9873556226994626,3.1489881380717293,3.9098362518430294,1.7683861960827496,1.8153326425567329
FOUNDATION,Technology,MSI,2024-04-19,NEITHER,-0.12653998875975958,1.882190304868164,-1.9663732836949066,-0.8575269504470533,1.115926837546155,1.080772004775632
FOUNDATION,Technology,MSI,2024-08-05,BOTH,4.731199644951744,4.312155646752827,4.7230380001144,4.081297757822911,0.37124297546702323,2.695836087083081
FOUNDATION,Technology,MSI,2024-11-06,FIBONACCI_ONLY,1.9310800691533245,3.197062949498692,0.5406331723512494,-0.10632215494938332,-0.05954506789337399,5.684448002942788
FOUNDATION,Technology,MSI,2025-03-10,NEITHER,-11.308274292020428,-10.598465214365845,-11.405019111982881,-11.50475636759098,-1.104886924866999,-0.5308268744400269
FOUNDATION,Technology,MSI,2025-04-09,NEITHER,-5.788738357257159,-4.008237775255633,-6.8142503712402345,-4.553065925767395,0.05788057582634121,2.8507361225725836
FOUNDATION,Technology,MSI,2025-08-01,BOTH,4.975604201430883,3.0790804417831565,6.40399836382602,5.18480341413894,0.7649488813273431,1.2573552373819297
FOUNDATION,Technology,MSI,2026-02-05,BOTH,7.860255968203774,6.333257084720113,8.930799549897472,7.958322363148774,0.25646795455049887,-0.33483819560019557
FOUNDATION,Technology,MSI,2026-05-07,NEITHER,-3.016402825292289,-2.9415901963364677,-2.9804631563341673,-2.9608847002604612,-7.916069488159472,-6.141483297736805
FOUNDATION,Technology,UMC,2023-03-15,NEITHER,0.1103326271099494,0.12074062048948563,0.09047286033501756,0.09772676842949005,4.206735508505588,5.168273088318487
FOUNDATION,Technology,UMC,2023-06-15,BOTH,0.17841557216377346,0.10209873654798644,0.2381322961241139,0.1841508310912388,-1.3528735863283292,-3.833147203772036
FOUNDATION,Technology,UMC,2023-10-27,NEITHER,0.0335062805649784,0.052876342848659226,0.016851028662485668,0.06133862650586677,-0.2820871720180973,2.6798314969162185
FOUNDATION,Technology,UMC,2024-01-31,NEITHER,-0.03513224000982085,0.0004128106256454968,-0.06754183759593602,-0.03328535727454461,-0.9020640411947944,-1.159795746563519
FOUNDATION,Technology,UMC,2024-04-19,NEITHER,-0.12114384006086265,-0.0350962806776195,-0.1910189709796759,-0.12002282657484795,0.537633891739131,3.494620296304296
FOUNDATION,Technology,UMC,2024-08-05,NEITHER,-0.1540888402847509,-0.1856946721195418,-0.12224637999361043,-0.17095565950062147,1.9108292635635626,8.02547318799296
FOUNDATION,Technology,UMC,2024-11-06,NEITHER,-0.341234395096329,-0.29035581108703173,-0.36916854748689776,-0.36210152432877546,0.0,-3.4530387831958387
FOUNDATION,Technology,UMC,2025-03-10,NEITHER,0.1439152317532031,0.10745480867844229,0.17265065435005145,0.1580354647117712,-1.3313631588852348,-4.289947172652009
FOUNDATION,Technology,UMC,2025-04-09,NEITHER,-0.031123077006899535,0.020962163268945788,-0.07627031747819579,-0.05887045347804754,-1.2084580829157865,3.927495972454653
FOUNDATION,Technology,UMC,2025-08-01,NEITHER,-0.1969444478106288,-0.1364914680263276,-0.24222984084746724,-0.19503822461655534,-0.2928254926782059,-1.3177182078071725
FOUNDATION,Technology,UMC,2026-02-05,NEITHER,0.4698144034250493,0.6301110585887509,0.30778950460853416,0.5081964927287468,0.0,-1.4910593036566167
FOUNDATION,Technology,UMC,2026-05-07,BOTH,1.206425495351107,0.9131233198505694,1.4078331006301,1.193975099088491,6.1983442848243975,10.606053440964548
FOUNDATION,Industrials,TSLA,2023-03-15,NEITHER,-0.7279260652043149,3.0814196492690162,-4.1988723072747405,-3.009502794464471,2.0846093404737864,1.596720608070834
FOUNDATION,Industrials,TSLA,2023-06-15,BOTH,20.569313586209972,15.751039886843408,23.87830956246563,22.041134775805233,0.625673966156981,0.2085501310598703
FOUNDATION,Industrials,TSLA,2023-10-27,NEITHER,-12.224250130694458,-7.5302453359656925,-15.754909174148054,-13.414182765420751,-5.695717812726054,-1.7297377381032542
FOUNDATION,Industrials,TSLA,2024-01-31,NEITHER,-13.94200752836096,-11.043621651325118,-15.896082129091809,-15.267479677005113,0.1909817561546845,-3.946950897297763
FOUNDATION,Industrials,TSLA,2024-04-19,NEITHER,-7.084974196672022,-5.150592036382939,-8.261031450784799,-6.115739446185902,1.0600494586256337,15.345765295155967
FOUNDATION,Industrials,TSLA,2024-08-05,NEITHER,-1.051024167290933,5.19176498348379,-6.659827310657732,-2.487196631787273,-0.05479482458359275,-0.951433953728198
FOUNDATION,Industrials,TSLA,2024-11-06,BOTH,7.806307976713384,4.514714639401175,10.200088111990226,7.294807964789606,2.776139224968288,21.153374036111927
FOUNDATION,Industrials,TSLA,2025-03-10,NEITHER,-33.95485466585234,-27.423497010258004,-38.08219913520537,-33.87229077821459,2.3390015221541383,6.821710214252885
FOUNDATION,Industrials,TSLA,2025-04-09,NEITHER,-11.00484690940712,-12.998736789886125,-8.110870647106111,-8.236135517469718,-2.923079270582918,-2.942305344801699
FOUNDATION,Industrials,TSLA,2025-08-01,NEITHER,-1.387766316984596,0.029631644802705748,-2.5996522676723544,-0.4102498287789774,0.05824485608267871,3.503952879625083
FOUNDATION,Industrials,TSLA,2026-02-05,NEITHER,-9.985633596712546,-6.647430612888554,-12.52680524629892,-9.579353602771619,2.554441679123798,6.0717930087970995
FOUNDATION,Industrials,TSLA,2026-05-07,BOTH,5.1756343100328195,1.5677023208373775,8.317823202263469,5.427889196780873,2.850075586839429,4.074625617809136
FOUNDATION,Industrials,CAT,2023-03-15,NEITHER,-5.3848152113919525,-2.410313288364991,-7.756737939339757,-4.789902967606524,1.4095648772345593,2.1514347980907678
FOUNDATION,Industrials,CAT,2023-06-15,BOTH,7.657921461060226,4.338442995441073,10.260306414452259,8.471595832488237,-1.6559702185629077,-3.175620835112225
FOUNDATION,Industrials,CAT,2023-10-27,NEITHER,-8.146875237852413,-5.567336722595945,-10.031717114168487,-8.39279384586225,0.5063506301739018,-3.7810245364162887
FOUNDATION,Industrials,CAT,2024-01-31,BOTH,5.745183458953534,5.088832718382495,5.858044645031157,4.9520945119855995,1.4674885735195486,5.988657250672458
FOUNDATION,Industrials,CAT,2024-04-19,NEITHER,3.842098983273786,7.180501419723062,0.5490187673724449,3.1061855924159163,0.42403235668799777,2.083679523442439
FOUNDATION,Industrials,CAT,2024-08-05,NEITHER,-1.8448622210354415,1.429340738494705,-4.500119898657431,-0.7732986590063679,3.94523646872591,7.040285536873259
FOUNDATION,Industrials,CAT,2024-11-06,BOTH,3.092508226126938,2.987555028236602,2.7915107585647547,0.1846266086942595,-1.6171844585715411,-4.42977062758958
FOUNDATION,Industrials,CAT,2025-03-10,NEITHER,-7.125363360093218,-8.469491482046315,-5.602780775675967,-7.7348640870215215,-1.2066830228053882,-3.0850242657861737
FOUNDATION,Industrials,CAT,2025-04-09,NEITHER,-14.517799614459364,-9.810078828912719,-17.738371952085345,-14.687757412294957,-2.534713900269603,0.4853722788715098
