LIN,BULL_ZONE,REGIME_UNSTABLE,PRE_BEAR,BEARISH,Bearish crossover confirmed in higher timeframes.,PRE_BEAR,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,467.23,5.55,-2.1772,-2.1185,-0.0587,-3.0006,-2.1254,-0.8751,-0.9751,0.5336,-1.5087,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=PRE_BEAR
LNG,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,236.25,1.64,-7.0046,-7.1467,0.1421,-7.3062,-4.1143,-3.1919,-4.4973,-1.4911,-3.0062,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
MAXN,BEAR_ZONE,REGIME_STABLE,PRE_BEAR,BEARISH,Bearish crossover confirmed in higher timeframes.,PRE_BEAR,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,2.55,-89.96,-0.1175,-0.0907,-0.0268,-0.2022,-0.1652,-0.037,-0.3998,-0.3421,-0.0577,Zone=BEAR_ZONE; L1=REGIME_STABLE; L2=PRE_BEAR
MGY,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,25.82,7.67,-0.4644,-0.5111,0.0467,-0.5739,-0.3093,-0.2646,-0.3088,-0.0533,-0.2555,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
MPLX,BULL_ZONE,REGIME_UNSTABLE,PRE_BEAR,BEARISH,Bearish crossover confirmed in higher timeframes.,PRE_BEAR,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,52.33,3.18,-0.5366,-0.4186,-0.118,-0.3257,-0.1098,-0.2159,-0.1329,-0.1035,-0.0294,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=PRE_BEAR
MTDR,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,49.72,11.14,-1.2968,-1.4616,0.1649,-1.9012,-1.1897,-0.7115,-0.748,0.1205,-0.8685,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
MUR,BULL_ZONE,REGIME_UNSTABLE,PRE_BEAR,BEARISH,Bearish crossover confirmed in higher timeframes.,PRE_BEAR,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,32.11,15.17,-0.8266,-0.8125,-0.0141,-0.7908,-0.3267,-0.4641,-0.0839,0.4021,-0.486,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=PRE_BEAR
NE,BULL_ZONE,REGIME_STABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,37.41,34.04,0.3409,0.1904,0.1505,-0.1359,-0.1232,-0.0128,0.338,0.5157,-0.1776,Zone=BULL_ZONE; L1=REGIME_STABLE; L2=COUNTERTREND_RECOVERY
NEE,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,84.68,9.94,-0.7267,-0.7753,0.0486,-0.5166,-0.0995,-0.4171,0.4613,0.8778,-0.4166,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
NESR,BULL_ZONE,REGIME_UNSTABLE,PRE_BEAR,BEARISH,Bearish crossover confirmed in higher timeframes.,PRE_BEAR,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,17.15,34.69,-0.3472,-0.3143,-0.0329,-0.2596,-0.1007,-0.1589,0.1876,0.4225,-0.2349,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=PRE_BEAR
NFE,BEAR_ZONE,REGIME_UNSTABLE,TRANSITIONAL,BEARISH,Mixed timeframe signals detected.,TRANSITIONAL,BULLISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,1.73,-59.64,-0.0151,-0.0162,0.0011,0.0094,0.0203,-0.011,0.0128,0.0114,0.0014,Zone=BEAR_ZONE; L1=REGIME_UNSTABLE; L2=TRANSITIONAL
NFG,BEAR_ZONE,REGIME_STABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,85.46,-6.95,-0.7518,-0.757,0.0051,-2.5429,-2.4355,-0.1074,-3.4046,-2.943,-0.4616,Zone=BEAR_ZONE; L1=REGIME_STABLE; L2=COUNTERTREND_RECOVERY
NOG,BEAR_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,25.09,-6.74,-0.6248,-0.6572,0.0324,-1.0549,-0.7718,-0.2831,-0.9012,-0.529,-0.3722,Zone=BEAR_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
NOV,BULL_ZONE,REGIME_UNSTABLE,PRE_BEAR,BEARISH,Bearish crossover confirmed in higher timeframes.,PRE_BEAR,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,16.85,14.24,-0.2039,-0.1947,-0.0092,-0.2144,-0.1124,-0.102,0.0241,0.1765,-0.1523,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=PRE_BEAR
NRGV,BULL_ZONE,REGIME_STABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,3.36,34.9,0.0381,-0.0072,0.0453,0.0515,0.0641,-0.0126,0.2503,0.2855,-0.0352,Zone=BULL_ZONE; L1=REGIME_STABLE; L2=COUNTERTREND_RECOVERY
OII,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,29.6,23.44,-0.096,-0.0965,0.0004,-0.2092,-0.1342,-0.0751,0.0667,0.2144,-0.1477,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
OIS,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,8.62,0.42,-0.2805,-0.3073,0.0268,-0.7831,-0.6717,-0.1114,-0.7309,-0.4662,-0.2647,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
OKE,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,79.09,7.68,-0.684,-0.7637,0.0797,-1.0036,-0.5427,-0.4609,0.1637,0.6429,-0.4792,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
OPAL,BEAR_ZONE,REGIME_UNSTABLE,STRUCTURAL_BULLISH,BULLISH,Bullish alignment confirmed across higher timeframes.,STRUCTURAL_BULLISH,BULLISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,2.35,-3.24,0.0138,0.0207,-0.0068,0.0025,-0.0105,0.013,-0.036,-0.0481,0.0121,Zone=BEAR_ZONE; L1=REGIME_UNSTABLE; L2=STRUCTURAL_BULLISH
ORA,BULL_ZONE,REGIME_STABLE,STRUCTURAL_BULLISH,BULLISH,Bullish alignment confirmed across higher timeframes.,STRUCTURAL_BULLISH,BULLISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,106.6,14.14,1.5373,1.7444,-0.2071,2.982,2.3678,0.6142,2.5664,1.603,0.9635,Zone=BULL_ZONE; L1=REGIME_STABLE; L2=STRUCTURAL_BULLISH
OVV,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,46.67,23.91,-0.7789,-0.8656,0.0868,-0.1109,0.4649,-0.5758,1.001,1.3634,-0.3623,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
OXY,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,49.12,7.96,-1.0968,-1.1572,0.0604,-1.6511,-1.0869,-0.5643,-1.1104,-0.4304,-0.68,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
PAA,BULL_ZONE,REGIME_UNSTABLE,PRE_BEAR,BEARISH,Bearish crossover confirmed in higher timeframes.,PRE_BEAR,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,18.81,15.49,-0.1397,-0.1223,-0.0175,-0.0406,0.066,-0.1066,0.2769,0.3325,-0.0556,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=PRE_BEAR
PAGP,BULL_ZONE,REGIME_UNSTABLE,PRE_BEAR,BEARISH,Bearish crossover confirmed in higher timeframes.,PRE_BEAR,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,20.21,14.76,-0.1615,-0.1505,-0.0109,-0.0866,0.0195,-0.106,0.1957,0.2487,-0.053,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=PRE_BEAR
PBR,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,15.64,30.03,-0.2229,-0.256,0.0331,-0.3257,-0.1796,-0.146,0.0836,0.2971,-0.2135,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
PLUG,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,2.24,39.53,-0.0311,-0.0342,0.0031,0.0185,0.0393,-0.0208,0.1385,0.1687,-0.0302,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
PR,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,16.49,19.58,-0.5118,-0.54,0.0282,-0.3609,-0.0754,-0.2855,0.0818,0.3315,-0.2497,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
RIG,BULL_ZONE,REGIME_STABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,4.93,29.92,0.0216,-0.0041,0.0257,-0.0701,-0.0538,-0.0162,-0.008,0.0325,-0.0405,Zone=BULL_ZONE; L1=REGIME_STABLE; L2=COUNTERTREND_RECOVERY
RUN,BEAR_ZONE,REGIME_STABLE,STRUCTURAL_BULLISH,BULLISH,Bullish alignment confirmed across higher timeframes.,STRUCTURAL_BULLISH,BULLISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,14.94,-2.22,0.3829,0.3674,0.0155,0.5246,0.3702,0.1543,0.3279,0.1185,0.2094,Zone=BEAR_ZONE; L1=REGIME_STABLE; L2=STRUCTURAL_BULLISH
SDRL,BULL_ZONE,REGIME_STABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,37.87,27.59,0.0203,-0.0618,0.0822,-0.1483,-0.0423,-0.1059,0.5601,0.7918,-0.2317,Zone=BULL_ZONE; L1=REGIME_STABLE; L2=COUNTERTREND_RECOVERY
SEDG,BULL_ZONE,REGIME_STABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,35.69,15.72,0.0912,-0.2268,0.318,-0.971,-0.9273,-0.0436,-0.842,-0.5297,-0.3123,Zone=BULL_ZONE; L1=REGIME_STABLE; L2=COUNTERTREND_RECOVERY
SHEL,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,78.63,6.79,-1.0913,-1.1951,0.1037,-1.6862,-1.1938,-0.4924,-1.4627,-0.9155,-0.5472,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
SHLS,BULL_ZONE,REGIME_STABLE,STRUCTURAL_BULLISH,BULLISH,Bullish alignment confirmed across higher timeframes.,STRUCTURAL_BULLISH,BULLISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,7.52,17.49,0.2336,0.16,0.0736,0.267,0.2273,0.0398,0.4418,0.3947,0.047,Zone=BULL_ZONE; L1=REGIME_STABLE; L2=STRUCTURAL_BULLISH
SLB,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,44.09,20.81,-0.5124,-0.5717,0.0593,-0.5108,-0.17,-0.3408,0.626,1.1256,-0.4996,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
SLNG,BEAR_ZONE,REGIME_UNSTABLE,PRE_BEAR,BEARISH,Bearish crossover confirmed in higher timeframes.,PRE_BEAR,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,4.58,-12.4,-0.0381,-0.0287,-0.0094,0.0774,0.1165,-0.0391,0.1102,0.1176,-0.0075,Zone=BEAR_ZONE; L1=REGIME_UNSTABLE; L2=PRE_BEAR
SM,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,24.27,21.28,-0.0459,-0.133,0.0871,-0.1136,0.0362,-0.1498,0.3252,0.4947,-0.1695,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
STEM,BEAR_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,13.29,-31.06,-0.3514,-0.445,0.0936,-0.5685,-0.4197,-0.1488,-0.2934,-0.069,-0.2244,Zone=BEAR_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
SU,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,51.34,24.68,-0.587,-0.6954,0.1084,-0.4687,-0.0113,-0.4575,0.4722,0.9378,-0.4656,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
SUN,BULL_ZONE,REGIME_UNSTABLE,PRE_BEAR,BEARISH,Bearish crossover confirmed in higher timeframes.,PRE_BEAR,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,57.42,16.62,-0.1262,-0.0838,-0.0424,0.1632,0.3942,-0.2311,0.9729,1.0662,-0.0933,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=PRE_BEAR
TALO,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,12.09,23.94,-0.1137,-0.1489,0.0352,-0.1086,-0.0123,-0.0964,0.115,0.2183,-0.1033,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
TDW,BULL_ZONE,REGIME_STABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,65.98,23,-0.4501,-0.9154,0.4653,-2.4019,-2.0516,-0.3503,-1.0263,0.043,-1.0694,Zone=BULL_ZONE; L1=REGIME_STABLE; L2=COUNTERTREND_RECOVERY
TPL,BEAR_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,395.98,-0.45,-7.365,-7.5616,0.1967,-12.0101,-8.7358,-3.2744,-13.7877,-10.105,-3.6826,Zone=BEAR_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
TRGP,BULL_ZONE,REGIME_UNSTABLE,PRE_BEAR,BEARISH,Bearish crossover confirmed in higher timeframes.,PRE_BEAR,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,202.5,22.53,-1.305,-1.0879,-0.2171,1.1001,2.3429,-1.2428,4.1245,4.6602,-0.5357,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=PRE_BEAR
TRP,BULL_ZONE,REGIME_UNSTABLE,PRE_BEAR,BEARISH,Bearish crossover confirmed in higher timeframes.,PRE_BEAR,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,57.11,13.38,-0.2503,-0.2256,-0.0247,0.5567,0.8202,-0.2635,1.0954,1.116,-0.0206,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=PRE_BEAR
TTE,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,73.36,20.62,-0.6253,-0.6903,0.065,-0.7167,-0.2917,-0.4249,0.263,0.7665,-0.5035,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
VAL,BULL_ZONE,REGIME_STABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,70.97,33.89,0.2816,-0.0908,0.3723,-1.16,-0.9021,-0.2579,-0.1257,0.5667,-0.6924,Zone=BULL_ZONE; L1=REGIME_STABLE; L2=COUNTERTREND_RECOVERY
VGAS,BEAR_ZONE,REGIME_STABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,2.25,-21.06,-0.0009,-0.0027,0.0018,-0.0045,-0.0034,-0.0011,0.0208,0.0275,-0.0067,Zone=BEAR_ZONE; L1=REGIME_STABLE; L2=COUNTERTREND_RECOVERY
VIST,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,55.88,16.69,-1.2344,-1.4492,0.2148,-1.8962,-1.1928,-0.7034,-0.3462,0.6469,-0.9931,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
WES,BULL_ZONE,REGIME_STABLE,STRUCTURAL_BULLISH,BULLISH,Bullish alignment confirmed across higher timeframes.,STRUCTURAL_BULLISH,BULLISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,38.64,12.55,0.574,0.5778,-0.0037,0.5431,0.4051,0.138,0.9159,0.7326,0.1833,Zone=BULL_ZONE; L1=REGIME_STABLE; L2=STRUCTURAL_BULLISH
WFRD,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,82.98,23.31,-1.6743,-1.7229,0.0487,-1.1021,-0.1777,-0.9245,1.5644,2.6497,-1.0853,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
WMB,BULL_ZONE,REGIME_UNSTABLE,PRE_BEAR,BEARISH,Bearish crossover confirmed in higher timeframes.,PRE_BEAR,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,65.63,9.64,-0.6693,-0.6575,-0.0118,-0.2108,0.2182,-0.429,0.3937,0.6744,-0.2807,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=PRE_BEAR
WTI,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,2.44,51.8,-0.0844,-0.1056,0.0212,-0.0299,0.0359,-0.0658,0.2035,0.2821,-0.0786,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
XOM,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,133.39,8.38,-1.7281,-1.8328,0.1047,-2.2341,-1.3806,-0.8536,-2.0594,-1.3855,-0.6739,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
